episode,reward,score,length,epsilon,td_error,timestamp
91,-10.6500,0,50,0.633724,0.037642,2026-05-31T15:34:14.205222
92,-9.4500,0,50,0.630556,0.033622,2026-05-31T15:34:14.511488
93,-6.4500,0,50,0.627403,0.035166,2026-05-31T15:34:14.836245
94,-10.0500,0,50,0.624266,0.023620,2026-05-31T15:34:15.144596
95,-9.4500,0,50,0.621145,0.036610,2026-05-31T15:34:15.446532
96,-10.0500,0,50,0.618039,0.022814,2026-05-31T15:34:15.752206
97,-7.6500,0,50,0.614949,0.029500,2026-05-31T15:34:16.239281
98,-10.0500,0,50,0.611874,0.029546,2026-05-31T15:34:16.665683
99,-8.8500,0,50,0.608815,0.029206,2026-05-31T15:34:17.222404
100,-10.6500,0,50,0.605770,0.032194,2026-05-31T15:34:17.734571
101,-5.2500,0,50,0.602742,0.039621,2026-05-31T15:34:18.338160
102,-6.4500,0,50,0.599728,0.023547,2026-05-31T15:34:18.828977
103,-8.8500,0,50,0.596729,0.025620,2026-05-31T15:34:19.216494
104,-7.0500,0,50,0.593746,0.027678,2026-05-31T15:34:19.585926
105,-10.0500,0,50,0.590777,0.026169,2026-05-31T15:34:20.049603
106,-7.0500,0,50,0.587823,0.020789,2026-05-31T15:34:20.805251
107,-9.4500,0,50,0.584884,0.021558,2026-05-31T15:34:21.113580
108,-9.4500,0,50,0.581959,0.022386,2026-05-31T15:34:21.401981
109,-8.8500,0,50,0.579050,0.020443,2026-05-31T15:34:21.706334
110,-7.6500,0,50,0.576154,0.025526,2026-05-31T15:34:22.020287
111,-7.6500,0,50,0.573274,0.020442,2026-05-31T15:34:22.338913
112,-8.2500,0,50,0.570407,0.022902,2026-05-31T15:34:22.712099
113,-10.6500,0,50,0.567555,0.022187,2026-05-31T15:34:23.137150
114,-9.4500,0,50,0.564717,0.024141,2026-05-31T15:34:23.434870
115,-10.6500,0,50,0.561894,0.032151,2026-05-31T15:34:23.740691
116,-10.0500,0,50,0.559084,0.021223,2026-05-31T15:34:24.076751
117,-10.6500,0,50,0.556289,0.019387,2026-05-31T15:34:24.397110
118,-10.0500,0,50,0.553508,0.026059,2026-05-31T15:34:24.711635
119,-10.0500,0,50,0.550740,0.019140,2026-05-31T15:34:25.021889
120,-11.2500,0,50,0.547986,0.024525,2026-05-31T15:34:25.313853
121,-8.8500,0,50,0.545246,0.025651,2026-05-31T15:34:25.622711
122,-9.4500,0,50,0.542520,0.018738,2026-05-31T15:34:25.939345
123,-11.2500,0,50,0.539808,0.015388,2026-05-31T15:34:26.246060
124,-5.8500,0,50,0.537108,0.015887,2026-05-31T15:34:26.558739
125,-10.6500,0,50,0.534423,0.014928,2026-05-31T15:34:26.886076
126,-11.2500,0,50,0.531751,0.014659,2026-05-31T15:34:27.193295
127,-8.2500,0,50,0.529092,0.015280,2026-05-31T15:34:27.502791
128,-8.8500,0,50,0.526447,0.012942,2026-05-31T15:34:27.808475
129,-10.6500,0,50,0.523814,0.011158,2026-05-31T15:34:28.138876
130,-11.2500,0,50,0.521195,0.013059,2026-05-31T15:34:28.436127
131,-8.2500,0,50,0.518589,0.013449,2026-05-31T15:34:28.756919
132,-11.2500,0,50,0.515996,0.015653,2026-05-31T15:34:29.094224
133,-10.0500,0,50,0.513416,0.012360,2026-05-31T15:34:29.626246
134,-10.0500,0,50,0.510849,0.014897,2026-05-31T15:34:29.907624
135,-11.2500,0,50,0.508295,0.017030,2026-05-31T15:34:30.221419
136,-10.6500,0,50,0.505754,0.012613,2026-05-31T15:34:30.580655
137,-6.4500,0,50,0.503225,0.012956,2026-05-31T15:34:30.899792
138,-11.8500,0,50,0.500709,0.014667,2026-05-31T15:34:31.209530
139,-11.2500,0,50,0.498205,0.018961,2026-05-31T15:34:31.518999
140,-10.0500,0,50,0.495714,0.014977,2026-05-31T15:34:31.853066
141,-8.8500,0,50,0.493236,0.019912,2026-05-31T15:34:32.225412
142,-9.4500,0,50,0.490769,0.012769,2026-05-31T15:34:32.539203
143,-5.8500,0,50,0.488316,0.016525,2026-05-31T15:34:32.845621
144,-8.2500,0,50,0.485874,0.012108,2026-05-31T15:34:33.154662
145,1.3500,0,50,0.483445,0.013990,2026-05-31T15:34:33.477009
146,-10.0500,0,50,0.481027,0.014008,2026-05-31T15:34:33.910717
147,-7.6500,0,50,0.478622,0.012571,2026-05-31T15:34:34.234998
148,-11.2500,0,50,0.476229,0.011950,2026-05-31T15:34:34.577933
149,-10.0500,0,50,0.473848,0.011292,2026-05-31T15:34:34.912973
150,-11.2500,0,50,0.471479,0.009446,2026-05-31T15:34:35.293539
151,-5.8500,0,50,0.469121,0.012998,2026-05-31T15:34:35.653165
152,-11.2500,0,50,0.466776,0.014841,2026-05-31T15:34:36.071465
153,-4.6500,0,50,0.464442,0.012022,2026-05-31T15:34:36.432899
154,-9.4500,0,50,0.462120,0.014845,2026-05-31T15:34:36.758029
155,-4.0500,0,50,0.459809,0.013122,2026-05-31T15:34:37.068557
156,-7.0500,0,50,0.457510,0.013880,2026-05-31T15:34:37.420021
157,-3.4500,0,50,0.455222,0.012429,2026-05-31T15:34:37.767669
158,-6.4500,0,50,0.452946,0.014411,2026-05-31T15:34:38.076798
159,-11.2500,0,50,0.450682,0.012182,2026-05-31T15:34:38.380944
160,-9.4500,0,50,0.448428,0.012572,2026-05-31T15:34:38.725674
161,-4.6500,0,50,0.446186,0.018817,2026-05-31T15:34:39.321053
162,-2.8500,0,50,0.443955,0.011660,2026-05-31T15:34:39.643282
163,-9.4500,0,50,0.441735,0.010921,2026-05-31T15:34:40.064663
164,-11.8500,0,50,0.439527,0.011431,2026-05-31T15:34:40.458480
165,-9.4500,0,50,0.437329,0.011099,2026-05-31T15:34:40.792006
166,-8.8500,0,50,0.435142,0.008872,2026-05-31T15:34:41.128961
167,0.7500,0,50,0.432967,0.008694,2026-05-31T15:34:41.452014
168,-6.4500,0,50,0.430802,0.011373,2026-05-31T15:34:41.790049
169,1.3500,0,50,0.428648,0.010683,2026-05-31T15:34:42.129819
170,-11.2500,0,50,0.426505,0.012295,2026-05-31T15:34:42.461401
171,-10.6500,0,50,0.424372,0.011585,2026-05-31T15:34:42.846556
172,-10.6500,0,50,0.422250,0.008564,2026-05-31T15:34:43.183825
173,1.3500,0,50,0.420139,0.011913,2026-05-31T15:34:43.519472
174,-11.2500,0,50,0.418038,0.009536,2026-05-31T15:34:43.861404
175,-3.4500,0,50,0.415948,0.012486,2026-05-31T15:34:44.198448
176,-10.6500,0,50,0.413868,0.010142,2026-05-31T15:34:44.530230
177,-10.6500,0,50,0.411799,0.008887,2026-05-31T15:34:45.275797
178,-3.4500,0,50,0.409740,0.011267,2026-05-31T15:34:46.109163
179,-7.6500,0,50,0.407691,0.011663,2026-05-31T15:34:46.782740
180,-10.6500,0,50,0.405653,0.013095,2026-05-31T15:34:47.411947
181,1.3500,0,50,0.403625,0.018931,2026-05-31T15:34:48.042264
182,-8.2500,0,50,0.401606,0.009765,2026-05-31T15:34:48.719776
183,-10.6500,0,50,0.399598,0.009690,2026-05-31T15:34:49.217443
184,-7.6500,0,50,0.397600,0.011147,2026-05-31T15:34:49.676196
185,-2.2500,0,50,0.395612,0.007993,2026-05-31T15:34:50.068998
186,-9.4500,0,50,0.393634,0.008386,2026-05-31T15:34:50.546312
187,-7.0500,0,50,0.391666,0.008096,2026-05-31T15:34:51.043814
188,-6.4500,0,50,0.389708,0.008399,2026-05-31T15:34:51.470526
189,-10.6500,0,50,0.387759,0.009000,2026-05-31T15:34:51.799582
190,-7.6500,0,50,0.385821,0.009711,2026-05-31T15:34:52.124298
191,-8.2500,0,50,0.383891,0.008849,2026-05-31T15:34:52.459572
192,-9.4500,0,50,0.381972,0.009757,2026-05-31T15:34:52.798822
193,-7.0500,0,50,0.380062,0.007391,2026-05-31T15:34:53.141618
194,-6.4500,0,50,0.378162,0.008094,2026-05-31T15:34:53.479867
195,-10.0500,0,50,0.376271,0.007551,2026-05-31T15:34:54.076240
196,1.3500,0,50,0.374390,0.008139,2026-05-31T15:34:54.474115
197,-8.8500,0,50,0.372518,0.012110,2026-05-31T15:34:54.914494
198,-2.8500,0,50,0.370655,0.006594,2026-05-31T15:34:55.680826
199,-8.8500,0,50,0.368802,0.008312,2026-05-31T15:34:56.376790
200,-10.0500,0,50,0.366958,0.010583,2026-05-31T15:34:56.875898
201,-1.0500,0,50,0.365123,0.016723,2026-05-31T15:34:57.489519
202,1.3500,0,50,0.363297,0.012431,2026-05-31T15:34:57.835821
203,-2.2500,0,50,0.361481,0.014791,2026-05-31T15:34:58.340377
204,1.3500,0,50,0.359674,0.013565,2026-05-31T15:34:58.772379
205,-0.4500,0,50,0.357875,0.012888,2026-05-31T15:34:59.186731
206,-3.4500,0,50,0.356086,0.015955,2026-05-31T15:34:59.521201
207,-5.2500,0,50,0.354305,0.012921,2026-05-31T15:35:00.081206
208,-4.0500,0,50,0.352534,0.010435,2026-05-31T15:35:00.403983
209,1.3500,0,50,0.350771,0.011581,2026-05-31T15:35:00.810434
210,-10.0500,0,50,0.349017,0.011995,2026-05-31T15:35:01.154584
211,1.3500,0,50,0.347272,0.013404,2026-05-31T15:35:01.492703
212,1.3500,0,50,0.345536,0.012640,2026-05-31T15:35:01.842129
213,1.3500,0,50,0.343808,0.013831,2026-05-31T15:35:02.283686
214,-10.0500,0,50,0.342089,0.008769,2026-05-31T15:35:02.717220
215,1.9500,0,54,0.340379,0.015672,2026-05-31T15:35:03.487479
216,-2.2500,0,50,0.338677,0.014319,2026-05-31T15:35:03.909790
217,-4.0500,0,50,0.336983,0.015968,2026-05-31T15:35:04.318811
218,-6.4500,0,50,0.335298,0.009118,2026-05-31T15:35:04.883554
219,-3.4500,0,50,0.333622,0.011614,2026-05-31T15:35:05.576821
220,1.3500,0,50,0.331954,0.017528,2026-05-31T15:35:06.007976
221,-5.2500,0,50,0.330294,0.023581,2026-05-31T15:35:06.398995
222,-3.4500,0,50,0.328643,0.012395,2026-05-31T15:35:06.822060
223,1.3500,0,50,0.326999,0.017532,2026-05-31T15:35:07.168129
224,1.3500,0,50,0.325364,0.018949,2026-05-31T15:35:07.522059
225,1.3500,0,50,0.323738,0.017340,2026-05-31T15:35:07.987760
226,-2.2500,0,50,0.322119,0.018187,2026-05-31T15:35:08.297502
227,-1.0500,0,50,0.320508,0.019525,2026-05-31T15:35:08.633950
228,-4.0500,0,50,0.318906,0.019044,2026-05-31T15:35:09.014377
229,-8.8500,0,50,0.317311,0.018004,2026-05-31T15:35:09.328616
230,-5.8500,0,50,0.315725,0.017712,2026-05-31T15:35:09.647439
231,-1.6500,0,50,0.314146,0.015677,2026-05-31T15:35:10.005417
232,1.3500,0,50,0.312575,0.012536,2026-05-31T15:35:10.341500
233,1.5000,0,51,0.311012,0.012880,2026-05-31T15:35:10.686613
234,1.3500,0,50,0.309457,0.018473,2026-05-31T15:35:11.022171
235,1.3500,0,50,0.307910,0.016210,2026-05-31T15:35:11.569389
236,1.3500,0,50,0.306371,0.011259,2026-05-31T15:35:12.228901
237,-5.2500,0,50,0.304839,0.013776,2026-05-31T15:35:12.595295
238,-6.4500,0,50,0.303315,0.020853,2026-05-31T15:35:12.961856
239,-4.6500,0,50,0.301798,0.019495,2026-05-31T15:35:13.476598
240,1.3500,0,50,0.300289,0.020850,2026-05-31T15:35:13.922084
241,1.3500,0,50,0.298788,0.021549,2026-05-31T15:35:14.242191
242,1.3500,0,50,0.297294,0.020963,2026-05-31T15:35:14.616008
243,1.3500,0,50,0.295807,0.020052,2026-05-31T15:35:14.980614
244,-5.2500,0,50,0.294328,0.023741,2026-05-31T15:35:15.292673
245,-2.8500,0,50,0.292856,0.026091,2026-05-31T15:35:15.610018
246,1.3500,0,50,0.291392,0.019202,2026-05-31T15:35:16.006138
247,1.3500,0,50,0.289935,0.024247,2026-05-31T15:35:16.468238
248,2.4000,0,57,0.288486,0.023992,2026-05-31T15:35:16.946265
249,-3.4500,0,50,0.287043,0.018514,2026-05-31T15:35:17.410827
250,1.3500,0,50,0.285608,0.021039,2026-05-31T15:35:17.875297
251,9.5000,1,65,0.284180,0.019550,2026-05-31T15:35:18.569189
252,1.3500,0,50,0.282759,0.025389,2026-05-31T15:35:18.955665
253,1.6500,0,52,0.281345,0.013837,2026-05-31T15:35:19.321421
254,-2.2500,0,50,0.279938,0.023523,2026-05-31T15:35:19.714805
255,1.3500,0,50,0.278539,0.017562,2026-05-31T15:35:20.135647
256,1.3500,0,50,0.277146,0.026461,2026-05-31T15:35:20.515006
257,1.3500,0,50,0.275760,0.019484,2026-05-31T15:35:20.867209
258,-4.0500,0,50,0.274382,0.031887,2026-05-31T15:35:21.296810
259,1.3500,0,50,0.273010,0.017825,2026-05-31T15:35:21.637705
260,1.3500,0,50,0.271645,0.031284,2026-05-31T15:35:21.955712
261,1.3500,0,50,0.270286,0.031195,2026-05-31T15:35:22.284417
262,-2.2500,0,50,0.268935,0.028894,2026-05-31T15:35:22.603758
263,1.3500,0,50,0.267590,0.020585,2026-05-31T15:35:23.089256
264,-2.2500,0,50,0.266252,0.024084,2026-05-31T15:35:23.437507
265,1.6500,0,52,0.264921,0.027852,2026-05-31T15:35:23.779708
266,1.3500,0,50,0.263596,0.022884,2026-05-31T15:35:24.171828
267,1.8000,0,53,0.262278,0.033600,2026-05-31T15:35:24.480791
268,-1.6500,0,50,0.260967,0.029937,2026-05-31T15:35:24.786634
269,-4.0500,0,50,0.259662,0.022577,2026-05-31T15:35:25.112319
270,3.0000,1,61,0.258364,0.026516,2026-05-31T15:35:25.670599
271,1.3500,0,50,0.257072,0.028129,2026-05-31T15:35:25.964363
272,1.3500,0,50,0.255787,0.026560,2026-05-31T15:35:26.279104
273,-1.5000,0,31,0.254508,0.022652,2026-05-31T15:35:26.476554
274,3.0000,1,61,0.253235,0.038961,2026-05-31T15:35:26.879817
275,1.3500,0,50,0.251969,0.026605,2026-05-31T15:35:27.190291
276,-1.6500,0,50,0.250709,0.030010,2026-05-31T15:35:27.496625
277,1.3500,0,50,0.249456,0.024860,2026-05-31T15:35:27.812573
278,1.3500,0,50,0.248208,0.029014,2026-05-31T15:35:28.283072
279,1.3500,0,50,0.246967,0.033196,2026-05-31T15:35:28.653435
280,1.3500,0,50,0.245733,0.031405,2026-05-31T15:35:29.254759
281,-4.0500,0,50,0.244504,0.052136,2026-05-31T15:35:29.650742
282,1.3500,0,50,0.243281,0.031642,2026-05-31T15:35:30.022814
283,1.3500,0,50,0.242065,0.023310,2026-05-31T15:35:30.453875
284,1.3500,0,50,0.240855,0.023222,2026-05-31T15:35:30.974299
285,-1.6500,0,50,0.239650,0.025007,2026-05-31T15:35:31.546254
286,1.3500,0,50,0.238452,0.032390,2026-05-31T15:35:31.950083
287,0.1500,0,50,0.237260,0.038322,2026-05-31T15:35:32.369487
288,1.3500,0,50,0.236074,0.036343,2026-05-31T15:35:32.694164
289,-5.2500,0,50,0.234893,0.026281,2026-05-31T15:35:33.071949
290,1.3500,0,50,0.233719,0.035689,2026-05-31T15:35:33.404789
291,1.3500,0,50,0.232550,0.030762,2026-05-31T15:35:33.848805
292,1.3500,0,50,0.231387,0.027038,2026-05-31T15:35:34.214568
293,1.3500,0,50,0.230230,0.027767,2026-05-31T15:35:34.582318
294,1.3500,0,50,0.229079,0.030592,2026-05-31T15:35:34.938990
295,0.7500,0,50,0.227934,0.032132,2026-05-31T15:35:35.615952
296,1.3500,0,50,0.226794,0.042514,2026-05-31T15:35:35.996150
297,9.6500,1,66,0.225660,0.031228,2026-05-31T15:35:36.670591
298,1.3500,0,50,0.224532,0.037136,2026-05-31T15:35:37.015179
299,1.3500,0,50,0.223409,0.034880,2026-05-31T15:35:37.352997
300,1.3500,0,50,0.222292,0.040979,2026-05-31T15:35:37.716180
301,1.3500,0,50,0.221181,0.032422,2026-05-31T15:35:38.069275
302,-7.0500,0,50,0.220075,0.043271,2026-05-31T15:35:38.489108
303,2.8500,0,60,0.218974,0.032786,2026-05-31T15:35:38.988528
304,1.3500,0,50,0.217880,0.038473,2026-05-31T15:35:39.343006
305,-0.4500,0,50,0.216790,0.055486,2026-05-31T15:35:39.686283
306,1.3500,0,50,0.215706,0.037844,2026-05-31T15:35:40.054778
307,1.3500,0,50,0.214628,0.028621,2026-05-31T15:35:40.387331
308,-0.4500,0,50,0.213555,0.040739,2026-05-31T15:35:40.737968
309,1.3500,0,50,0.212487,0.038822,2026-05-31T15:35:41.080721
310,1.8000,0,53,0.211424,0.039888,2026-05-31T15:35:41.446872
311,1.3500,0,50,0.210367,0.029329,2026-05-31T15:35:41.784888
312,-4.6500,0,50,0.209315,0.034623,2026-05-31T15:35:42.163367
313,9.5000,1,65,0.208269,0.051506,2026-05-31T15:35:42.814577
314,1.3500,0,50,0.207227,0.043038,2026-05-31T15:35:43.133701
315,1.3500,0,50,0.206191,0.040136,2026-05-31T15:35:43.476709
316,9.9500,1,68,0.205160,0.035120,2026-05-31T15:35:43.970467
317,1.3500,0,50,0.204135,0.041866,2026-05-31T15:35:44.317757
318,1.3500,0,50,0.203114,0.057941,2026-05-31T15:35:44.662739
319,1.3500,0,50,0.202098,0.050445,2026-05-31T15:35:45.018417
320,1.6500,0,52,0.201088,0.052195,2026-05-31T15:35:45.415261
321,-1.0500,0,50,0.200082,0.040996,2026-05-31T15:35:45.883323
322,10.2500,1,70,0.199082,0.050117,2026-05-31T15:35:46.596207
323,-2.2500,0,50,0.198087,0.039518,2026-05-31T15:35:47.062855
324,1.3500,0,50,0.197096,0.042056,2026-05-31T15:35:47.541096
325,1.3500,0,50,0.196111,0.038820,2026-05-31T15:35:48.148101
326,1.3500,0,50,0.195130,0.034628,2026-05-31T15:35:48.681186
327,2.5500,0,58,0.194154,0.034187,2026-05-31T15:35:49.197870
328,1.3500,0,50,0.193184,0.040822,2026-05-31T15:35:49.538270
329,-0.4500,0,50,0.192218,0.047981,2026-05-31T15:35:49.919088
330,1.3500,0,50,0.191257,0.040837,2026-05-31T15:35:50.344685
331,2.1000,0,55,0.190300,0.044652,2026-05-31T15:35:51.004549
332,1.6500,0,52,0.189349,0.050346,2026-05-31T15:35:51.341512
333,9.2000,1,63,0.188402,0.044431,2026-05-31T15:35:51.782892
334,9.5000,1,65,0.187460,0.040144,2026-05-31T15:35:52.254610
335,1.3500,0,50,0.186523,0.034529,2026-05-31T15:35:52.594163
336,1.3500,0,50,0.185590,0.039883,2026-05-31T15:35:52.950066
337,1.3500,0,50,0.184662,0.038583,2026-05-31T15:35:53.297984
338,1.3500,0,50,0.183739,0.051204,2026-05-31T15:35:53.706538
339,-5.2500,0,50,0.182820,0.039941,2026-05-31T15:35:54.110867
340,1.3500,0,50,0.181906,0.044481,2026-05-31T15:35:54.438069
341,1.3500,0,50,0.180997,0.036598,2026-05-31T15:35:54.784094
342,12.6500,1,86,0.180092,0.049882,2026-05-31T15:35:55.382863
343,-0.9000,0,35,0.179191,0.041559,2026-05-31T15:35:55.627637
344,1.3500,0,50,0.178295,0.043863,2026-05-31T15:35:55.998916
345,1.3500,0,50,0.177404,0.037542,2026-05-31T15:35:56.361114
346,1.3500,0,50,0.176517,0.039001,2026-05-31T15:35:56.699927
347,1.3500,0,50,0.175634,0.060515,2026-05-31T15:35:57.063231
348,1.3500,0,50,0.174756,0.062029,2026-05-31T15:35:57.588203
349,1.3500,0,50,0.173882,0.046020,2026-05-31T15:35:57.902238
350,1.3500,0,50,0.173013,0.050873,2026-05-31T15:35:58.315903
351,1.3500,0,50,0.172148,0.053198,2026-05-31T15:35:58.784666
352,-4.0500,0,50,0.171287,0.045638,2026-05-31T15:35:59.157802
353,1.3500,0,50,0.170431,0.053236,2026-05-31T15:35:59.505903
354,1.3500,0,50,0.169578,0.044953,2026-05-31T15:35:59.859815
355,1.3500,0,50,0.168731,0.041069,2026-05-31T15:36:00.209822
356,2.2500,0,56,0.167887,0.052287,2026-05-31T15:36:00.592411
357,1.3500,0,50,0.167047,0.053650,2026-05-31T15:36:00.930706
358,3.0000,1,61,0.166212,0.054414,2026-05-31T15:36:01.347078
359,1.3500,0,50,0.165381,0.044915,2026-05-31T15:36:01.720461
360,1.3500,0,50,0.164554,0.060547,2026-05-31T15:36:02.238899
361,1.3500,0,50,0.163731,0.035451,2026-05-31T15:36:02.668734
362,9.9500,1,68,0.162913,0.052695,2026-05-31T15:36:03.200094
363,1.3500,0,50,0.162098,0.043924,2026-05-31T15:36:03.516240
364,-1.5000,0,31,0.161288,0.060833,2026-05-31T15:36:03.729229
365,-1.2000,0,33,0.160481,0.058166,2026-05-31T15:36:03.976897
366,2.4000,0,57,0.159679,0.053224,2026-05-31T15:36:04.396733
367,1.3500,0,50,0.158881,0.048412,2026-05-31T15:36:04.946918
368,1.3500,0,50,0.158086,0.051061,2026-05-31T15:36:05.335288
369,1.3500,0,50,0.157296,0.039306,2026-05-31T15:36:05.686316
370,0.1500,0,42,0.156509,0.049946,2026-05-31T15:36:05.985492
