episode,reward,score,length,epsilon,td_error,timestamp
45,-6.2379,0,50,0.065100,0.146941,2026-05-31T13:17:03.389764
46,-6.2594,0,50,0.064774,0.164479,2026-05-31T13:17:03.903735
47,-6.2359,0,50,0.064450,0.194449,2026-05-31T13:17:04.411536
48,-6.2164,0,50,0.064128,0.175679,2026-05-31T13:17:04.906230
49,-6.2320,0,50,0.063807,0.200825,2026-05-31T13:17:05.419564
50,-6.2359,0,50,0.063488,0.197236,2026-05-31T13:17:06.008216
51,-7.6211,0,31,0.063171,0.133953,2026-05-31T13:17:06.337128
52,-6.1695,0,50,0.062855,0.190273,2026-05-31T13:17:06.831114
53,-6.1969,0,50,0.062541,0.196392,2026-05-31T13:17:07.352856
54,-6.2008,0,50,0.062228,0.226233,2026-05-31T13:17:07.869459
55,-6.2125,0,50,0.061917,0.179268,2026-05-31T13:17:08.369514
56,-6.2320,0,50,0.061607,0.175064,2026-05-31T13:17:08.873933
57,-6.1949,0,50,0.061299,0.200785,2026-05-31T13:17:09.505533
58,-6.2105,0,50,0.060993,0.208252,2026-05-31T13:17:10.017552
59,-6.2301,0,50,0.060688,0.181654,2026-05-31T13:17:10.534452
60,-6.2359,0,50,0.060384,0.232814,2026-05-31T13:17:11.063760
61,-6.1773,0,50,0.060083,0.198609,2026-05-31T13:17:11.622429
62,-6.2184,0,50,0.059782,0.204325,2026-05-31T13:17:12.117914
63,-6.2594,0,50,0.059483,0.193362,2026-05-31T13:17:12.625131
64,-6.2027,0,50,0.059186,0.209968,2026-05-31T13:17:13.127404
65,-6.1930,0,50,0.058890,0.196012,2026-05-31T13:17:13.632055
66,-6.1637,0,50,0.058595,0.167672,2026-05-31T13:17:14.140472
67,-6.2594,0,50,0.058302,0.212687,2026-05-31T13:17:14.642609
68,-7.6211,0,31,0.058011,0.161724,2026-05-31T13:17:14.961555
69,-6.2594,0,50,0.057721,0.179691,2026-05-31T13:17:15.471021
70,-6.0324,0,52,0.057432,0.192893,2026-05-31T13:17:16.250477
71,-6.2047,0,50,0.057145,0.196104,2026-05-31T13:17:16.908702
72,-6.2320,0,50,0.056859,0.194674,2026-05-31T13:17:17.556177
73,-6.2594,0,50,0.056575,0.219557,2026-05-31T13:17:18.204755
74,-6.2281,0,50,0.056292,0.228487,2026-05-31T13:17:18.783055
75,-6.2008,0,50,0.056011,0.191753,2026-05-31T13:17:19.295021
76,-6.1832,0,50,0.055731,0.194245,2026-05-31T13:17:19.999453
77,-6.2320,0,50,0.055452,0.201135,2026-05-31T13:17:20.486082
78,-6.2320,0,50,0.055175,0.155011,2026-05-31T13:17:21.009080
79,-6.2047,0,50,0.054899,0.177665,2026-05-31T13:17:21.527647
80,-6.1891,0,50,0.054624,0.198083,2026-05-31T13:17:22.022035
81,-6.1871,0,50,0.054351,0.206777,2026-05-31T13:17:22.563674
82,-6.2047,0,50,0.054080,0.206156,2026-05-31T13:17:23.062034
83,-6.2184,0,50,0.053809,0.208258,2026-05-31T13:17:23.570664
84,-6.2184,0,50,0.053540,0.182308,2026-05-31T13:17:24.081991
85,-6.2320,0,50,0.053272,0.216466,2026-05-31T13:17:24.582318
86,-6.1910,0,50,0.053006,0.188527,2026-05-31T13:17:25.081517
87,-6.2184,0,50,0.052741,0.206802,2026-05-31T13:17:25.576100
88,-6.2594,0,50,0.052477,0.192027,2026-05-31T13:17:26.117691
89,-6.2320,0,50,0.052215,0.172443,2026-05-31T13:17:26.638914
90,-6.2027,0,50,0.051954,0.182733,2026-05-31T13:17:27.207248
91,-6.2457,0,50,0.051694,0.200161,2026-05-31T13:17:27.693190
92,-6.1773,0,50,0.051436,0.170681,2026-05-31T13:17:28.215197
93,-6.2047,0,50,0.051178,0.178352,2026-05-31T13:17:28.708162
94,-6.2457,0,50,0.050923,0.158847,2026-05-31T13:17:29.219223
95,-6.2594,0,50,0.050668,0.184973,2026-05-31T13:17:29.731413
96,-6.2242,0,50,0.050415,0.190537,2026-05-31T13:17:30.226587
97,-6.2047,0,50,0.050163,0.219746,2026-05-31T13:17:30.755073
98,-6.2594,0,50,0.049912,0.182992,2026-05-31T13:17:31.284036
99,-6.2457,0,50,0.049662,0.179558,2026-05-31T13:17:31.782294
100,-6.2203,0,50,0.049414,0.205728,2026-05-31T13:17:32.291777
101,-6.2066,0,50,0.049167,0.201635,2026-05-31T13:17:32.819155
102,-6.2047,0,50,0.048921,0.144897,2026-05-31T13:17:33.341045
103,-6.1637,0,50,0.048676,0.167810,2026-05-31T13:17:33.826760
104,-6.2145,0,50,0.048433,0.222156,2026-05-31T13:17:34.345217
105,-6.2594,0,50,0.048191,0.165749,2026-05-31T13:17:35.002114
106,-6.2516,0,50,0.047950,0.150739,2026-05-31T13:17:35.542005
107,-6.2184,0,50,0.047710,0.157862,2026-05-31T13:17:36.120097
108,-6.2457,0,50,0.047472,0.219519,2026-05-31T13:17:36.620570
109,-6.2457,0,50,0.047234,0.200483,2026-05-31T13:17:37.119978
110,-6.2145,0,50,0.046998,0.202688,2026-05-31T13:17:37.628732
111,-6.2047,0,50,0.046763,0.154389,2026-05-31T13:17:38.134316
112,-7.6211,0,31,0.046529,0.171740,2026-05-31T13:17:38.471415
113,-6.1813,0,50,0.046297,0.188860,2026-05-31T13:17:38.965366
114,-6.2184,0,50,0.046065,0.175418,2026-05-31T13:17:39.475264
115,-6.1910,0,50,0.045835,0.196934,2026-05-31T13:17:40.086048
116,-6.2457,0,50,0.045606,0.194672,2026-05-31T13:17:40.671768
117,-6.2047,0,50,0.045378,0.184246,2026-05-31T13:17:41.206813
118,-6.2184,0,50,0.045151,0.174565,2026-05-31T13:17:41.730878
119,-6.1930,0,50,0.044925,0.180112,2026-05-31T13:17:42.230993
120,-6.2359,0,50,0.044700,0.166629,2026-05-31T13:17:42.759367
121,-6.1637,0,50,0.044477,0.168270,2026-05-31T13:17:43.293869
122,-6.2594,0,50,0.044254,0.178141,2026-05-31T13:17:43.798998
123,-6.2359,0,50,0.044033,0.200652,2026-05-31T13:17:44.336629
124,-6.2066,0,50,0.043813,0.195135,2026-05-31T13:17:44.827919
125,-6.2047,0,50,0.043594,0.175970,2026-05-31T13:17:45.354473
126,-6.2594,0,50,0.043376,0.235527,2026-05-31T13:17:45.853275
127,-7.6211,0,31,0.043159,0.164475,2026-05-31T13:17:46.317456
128,-6.2594,0,50,0.042943,0.190731,2026-05-31T13:17:46.977409
129,-6.1832,0,50,0.042729,0.220710,2026-05-31T13:17:47.620402
130,-6.1871,0,50,0.042515,0.207298,2026-05-31T13:17:48.284146
131,-6.2320,0,50,0.042302,0.180187,2026-05-31T13:17:48.803593
132,-6.2184,0,50,0.042091,0.184501,2026-05-31T13:17:49.334593
133,-6.1773,0,50,0.041880,0.188154,2026-05-31T13:17:50.066588
134,-5.8492,0,55,0.041671,0.211570,2026-05-31T13:17:50.636852
135,-7.6211,0,31,0.041463,0.177735,2026-05-31T13:17:50.997368
136,-6.2047,0,50,0.041255,0.179203,2026-05-31T13:17:51.509621
137,-6.2457,0,50,0.041049,0.219782,2026-05-31T13:17:52.008535
138,-6.1891,0,50,0.040844,0.168123,2026-05-31T13:17:52.518019
139,-6.2184,0,50,0.040640,0.200453,2026-05-31T13:17:53.016951
140,-6.1910,0,50,0.040436,0.186127,2026-05-31T13:17:53.535618
141,-6.1891,0,50,0.040234,0.229189,2026-05-31T13:17:54.033070
142,4.7059,1,62,0.040033,0.181347,2026-05-31T13:17:54.679848
143,-6.2320,0,50,0.039833,0.201908,2026-05-31T13:17:55.191039
144,-6.2594,0,50,0.039634,0.187528,2026-05-31T13:17:55.706379
145,-6.2203,0,50,0.039435,0.204164,2026-05-31T13:17:56.226651
146,-6.2281,0,50,0.039238,0.206769,2026-05-31T13:17:56.774578
147,-6.2457,0,50,0.039042,0.186472,2026-05-31T13:17:57.280355
148,-6.0215,0,53,0.038847,0.201278,2026-05-31T13:17:57.852266
149,5.1531,1,67,0.038653,0.165841,2026-05-31T13:17:58.541358
150,-6.0598,0,52,0.038459,0.191881,2026-05-31T13:17:59.099979
151,6.5607,1,86,0.038267,0.227184,2026-05-31T13:17:59.995785
152,-6.2594,0,50,0.038076,0.231049,2026-05-31T13:18:00.523019
153,-6.2438,0,50,0.037885,0.205833,2026-05-31T13:18:01.042387
154,-6.2184,0,50,0.037696,0.208104,2026-05-31T13:18:01.550054
155,-6.1910,0,50,0.037507,0.254715,2026-05-31T13:18:02.126847
156,-6.1754,0,50,0.037320,0.195270,2026-05-31T13:18:02.709494
157,-6.1969,0,50,0.037133,0.200108,2026-05-31T13:18:03.221308
158,-6.1773,0,50,0.036948,0.179168,2026-05-31T13:18:03.826926
159,-6.1871,0,50,0.036763,0.190009,2026-05-31T13:18:04.320240
160,-6.1910,0,50,0.036579,0.231168,2026-05-31T13:18:04.822387
161,-6.1910,0,50,0.036396,0.244583,2026-05-31T13:18:05.358711
162,-6.1832,0,50,0.036214,0.213225,2026-05-31T13:18:05.941767
163,-6.5156,0,46,0.036033,0.207405,2026-05-31T13:18:06.442203
164,-6.2125,0,50,0.035853,0.180006,2026-05-31T13:18:06.965592
165,-6.1988,0,50,0.035674,0.187358,2026-05-31T13:18:07.517977
166,-6.2184,0,50,0.035495,0.208909,2026-05-31T13:18:08.034711
167,-6.2047,0,50,0.035318,0.173093,2026-05-31T13:18:08.554350
168,-6.2457,0,50,0.035141,0.189402,2026-05-31T13:18:09.049882
169,-6.2594,0,50,0.034966,0.215804,2026-05-31T13:18:09.572129
170,-6.2457,0,50,0.034791,0.225394,2026-05-31T13:18:10.069134
171,-6.2066,0,50,0.034617,0.251764,2026-05-31T13:18:10.590038
172,-6.2047,0,50,0.034444,0.187592,2026-05-31T13:18:11.141957
173,-6.1891,0,50,0.034272,0.214452,2026-05-31T13:18:11.677518
174,-7.6211,0,31,0.034100,0.207500,2026-05-31T13:18:12.000335
175,-6.2047,0,50,0.033930,0.209632,2026-05-31T13:18:12.516069
176,-6.1637,0,50,0.033760,0.199474,2026-05-31T13:18:13.017320
177,-6.1773,0,50,0.033591,0.199398,2026-05-31T13:18:13.527573
178,-6.2457,0,50,0.033423,0.251163,2026-05-31T13:18:14.025296
179,-6.2594,0,50,0.033256,0.178755,2026-05-31T13:18:14.564649
180,-5.8914,0,54,0.033090,0.210156,2026-05-31T13:18:15.108678
181,-6.2457,0,50,0.032924,0.225962,2026-05-31T13:18:15.629929
182,-6.2320,0,50,0.032760,0.198311,2026-05-31T13:18:16.309256
183,-6.2457,0,50,0.032596,0.186961,2026-05-31T13:18:16.946848
184,-6.1988,0,50,0.032433,0.235352,2026-05-31T13:18:17.598423
185,-6.2047,0,50,0.032271,0.202243,2026-05-31T13:18:18.249715
186,-6.2594,0,50,0.032109,0.212173,2026-05-31T13:18:18.785307
187,-6.2184,0,50,0.031949,0.186299,2026-05-31T13:18:19.303096
188,-6.2008,0,50,0.031789,0.254141,2026-05-31T13:18:20.124819
189,-6.2594,0,50,0.031630,0.196602,2026-05-31T13:18:20.667119
190,-6.2457,0,50,0.031472,0.200611,2026-05-31T13:18:21.183304
191,-6.1773,0,50,0.031315,0.192890,2026-05-31T13:18:21.687924
192,-6.2457,0,50,0.031158,0.197931,2026-05-31T13:18:22.181725
193,-6.2516,0,50,0.031002,0.187347,2026-05-31T13:18:22.700866
194,-6.2203,0,50,0.030847,0.237966,2026-05-31T13:18:23.203582
195,-6.2086,0,50,0.030693,0.162444,2026-05-31T13:18:23.721214
196,-6.2066,0,50,0.030540,0.207553,2026-05-31T13:18:24.213189
197,-6.2281,0,50,0.030387,0.198492,2026-05-31T13:18:24.715153
198,-5.9980,0,53,0.030235,0.202165,2026-05-31T13:18:25.247224
199,-6.1949,0,50,0.030084,0.239023,2026-05-31T13:18:25.749206
200,-6.1871,0,50,0.029933,0.235093,2026-05-31T13:18:26.277835
201,-6.2457,0,50,0.029784,0.207836,2026-05-31T13:18:26.794331
202,-6.1637,0,50,0.029635,0.222936,2026-05-31T13:18:27.276827
203,-6.2379,0,50,0.029487,0.183766,2026-05-31T13:18:27.781481
204,-6.2320,0,50,0.029339,0.177619,2026-05-31T13:18:28.298878
205,-6.2184,0,50,0.029193,0.205563,2026-05-31T13:18:28.793307
206,-6.2184,0,50,0.029047,0.216509,2026-05-31T13:18:29.293059
207,-6.2008,0,50,0.028901,0.229697,2026-05-31T13:18:29.794053
208,-6.2320,0,50,0.028757,0.215226,2026-05-31T13:18:30.297790
209,-6.2301,0,50,0.028613,0.215589,2026-05-31T13:18:30.834008
210,-6.2320,0,50,0.028470,0.203528,2026-05-31T13:18:31.354971
211,-6.2457,0,50,0.028328,0.181764,2026-05-31T13:18:31.853457
212,-6.1773,0,50,0.028186,0.192916,2026-05-31T13:18:32.354144
213,-6.2047,0,50,0.028045,0.178184,2026-05-31T13:18:32.859578
214,-6.2379,0,50,0.027905,0.165116,2026-05-31T13:18:33.381678
215,-6.2047,0,50,0.027765,0.171671,2026-05-31T13:18:33.929353
216,-6.1773,0,50,0.027626,0.195796,2026-05-31T13:18:34.425023
217,-6.2242,0,50,0.027488,0.211175,2026-05-31T13:18:35.098296
218,-6.1637,0,50,0.027351,0.192211,2026-05-31T13:18:35.704420
219,-6.2203,0,50,0.027214,0.210513,2026-05-31T13:18:36.263632
220,-6.2516,0,50,0.027078,0.242969,2026-05-31T13:18:36.766346
221,-6.2008,0,50,0.026943,0.231025,2026-05-31T13:18:37.252243
222,-6.2047,0,50,0.026808,0.215540,2026-05-31T13:18:37.773416
223,-6.2594,0,50,0.026674,0.196808,2026-05-31T13:18:38.262566
224,-6.2379,0,50,0.026541,0.247167,2026-05-31T13:18:38.798999
225,-6.1773,0,50,0.026408,0.198598,2026-05-31T13:18:39.338154
226,-6.2320,0,50,0.026276,0.176014,2026-05-31T13:18:39.829049
227,-6.2184,0,50,0.026144,0.225972,2026-05-31T13:18:40.330798
228,-6.2027,0,50,0.026014,0.213294,2026-05-31T13:18:40.940386
229,-6.2594,0,50,0.025884,0.162362,2026-05-31T13:18:41.471604
230,-5.4813,0,59,0.025754,0.221463,2026-05-31T13:18:42.073430
231,-6.2320,0,50,0.025625,0.193954,2026-05-31T13:18:42.594039
232,-6.1910,0,50,0.025497,0.196009,2026-05-31T13:18:43.113739
233,-7.6211,0,31,0.025370,0.212411,2026-05-31T13:18:43.423525
234,-6.2047,0,50,0.025243,0.192392,2026-05-31T13:18:43.980182
235,-6.2594,0,50,0.025117,0.212889,2026-05-31T13:18:44.492290
236,-5.5977,0,58,0.024991,0.202545,2026-05-31T13:18:45.075048
237,-6.1930,0,50,0.024866,0.242512,2026-05-31T13:18:45.580732
238,-6.2184,0,50,0.024742,0.214652,2026-05-31T13:18:46.272036
239,-6.1773,0,50,0.024618,0.239186,2026-05-31T13:18:46.941311
240,-5.8414,0,55,0.024495,0.180504,2026-05-31T13:18:47.644094
241,-6.2027,0,50,0.024373,0.248016,2026-05-31T13:18:48.396036
242,-6.2047,0,50,0.024251,0.289740,2026-05-31T13:18:48.966652
243,-6.2047,0,50,0.024130,0.215372,2026-05-31T13:18:49.541169
244,-6.2047,0,50,0.024009,0.259808,2026-05-31T13:18:50.183836
245,-6.2594,0,50,0.023889,0.255444,2026-05-31T13:18:50.679812
246,-6.2281,0,50,0.023769,0.227600,2026-05-31T13:18:51.247192
247,-6.2086,0,50,0.023651,0.179826,2026-05-31T13:18:51.760245
248,-6.2594,0,50,0.023532,0.227444,2026-05-31T13:18:52.266058
249,-6.2594,0,50,0.023415,0.231782,2026-05-31T13:18:52.774412
250,-6.2184,0,50,0.023298,0.194459,2026-05-31T13:18:53.270157
251,-6.2457,0,50,0.023181,0.269666,2026-05-31T13:18:53.795954
252,-6.1910,0,50,0.023065,0.179745,2026-05-31T13:18:54.297128
253,-7.6211,0,31,0.022950,0.268922,2026-05-31T13:18:54.620724
254,-6.2594,0,50,0.022835,0.211475,2026-05-31T13:18:55.145732
255,-6.2047,0,50,0.022721,0.239268,2026-05-31T13:18:55.640937
256,-6.2047,0,50,0.022607,0.200132,2026-05-31T13:18:56.158439
257,-6.2320,0,50,0.022494,0.229097,2026-05-31T13:18:56.664684
258,-6.2164,0,50,0.022382,0.213121,2026-05-31T13:18:57.172669
259,-6.2320,0,50,0.022270,0.172356,2026-05-31T13:18:57.717896
260,-6.2027,0,50,0.022159,0.177024,2026-05-31T13:18:58.213595
261,-6.2184,0,50,0.022048,0.244704,2026-05-31T13:18:58.745575
262,-6.1910,0,50,0.021938,0.231839,2026-05-31T13:18:59.315125
263,-6.2086,0,50,0.021828,0.219037,2026-05-31T13:18:59.837243
264,-6.1949,0,50,0.021719,0.210320,2026-05-31T13:19:00.341485
265,-6.2379,0,50,0.021610,0.194095,2026-05-31T13:19:00.843423
266,-6.2203,0,50,0.021502,0.215342,2026-05-31T13:19:01.398168
267,-6.2145,0,50,0.021395,0.218750,2026-05-31T13:19:01.889248
268,-6.2301,0,50,0.021288,0.185894,2026-05-31T13:19:02.388981
269,-6.2027,0,50,0.021181,0.211483,2026-05-31T13:19:02.912155
270,-6.2125,0,50,0.021075,0.212530,2026-05-31T13:19:03.422419
271,-6.2281,0,50,0.020970,0.156857,2026-05-31T13:19:03.932174
272,-6.2320,0,50,0.020865,0.207985,2026-05-31T13:19:04.441431
273,-6.2320,0,50,0.020761,0.224018,2026-05-31T13:19:04.944458
274,-6.2594,0,50,0.020657,0.205183,2026-05-31T13:19:05.493278
275,-6.2184,0,50,0.020554,0.246148,2026-05-31T13:19:06.072554
276,-6.1969,0,50,0.020451,0.202645,2026-05-31T13:19:06.572491
277,-6.1832,0,50,0.020349,0.219989,2026-05-31T13:19:07.116669
278,-6.2594,0,50,0.020247,0.201833,2026-05-31T13:19:07.604485
279,-6.2320,0,50,0.020146,0.250028,2026-05-31T13:19:08.216183
280,-6.1871,0,50,0.020045,0.241365,2026-05-31T13:19:08.705734
281,-6.2047,0,50,0.019945,0.157192,2026-05-31T13:19:09.214897
282,-6.2359,0,50,0.019845,0.201649,2026-05-31T13:19:09.722618
283,-6.2457,0,50,0.019746,0.223688,2026-05-31T13:19:10.231519
284,-6.2301,0,50,0.019647,0.256619,2026-05-31T13:19:10.741126
285,-6.2457,0,50,0.019549,0.208728,2026-05-31T13:19:11.291531
286,-6.2379,0,50,0.019451,0.190454,2026-05-31T13:19:11.809341
287,-6.1910,0,50,0.019354,0.201622,2026-05-31T13:19:12.332160
288,-6.9264,0,40,0.019257,0.215918,2026-05-31T13:19:12.744750
289,-6.2164,0,50,0.019161,0.190521,2026-05-31T13:19:13.241826
290,-6.1910,0,50,0.019065,0.207698,2026-05-31T13:19:13.752416
291,-6.1773,0,50,0.018970,0.248843,2026-05-31T13:19:14.268576
292,-6.2027,0,50,0.018875,0.227921,2026-05-31T13:19:14.778864
293,-6.2184,0,50,0.018780,0.222263,2026-05-31T13:19:15.300049
294,-6.1637,0,50,0.018686,0.202375,2026-05-31T13:19:15.818066
295,-6.2359,0,50,0.018593,0.178425,2026-05-31T13:19:16.555101
296,-6.1871,0,50,0.018500,0.232349,2026-05-31T13:19:17.188022
297,-6.2457,0,50,0.018408,0.234203,2026-05-31T13:19:17.844331
298,-6.2320,0,50,0.018315,0.199126,2026-05-31T13:19:18.458788
299,-6.2047,0,50,0.018224,0.164504,2026-05-31T13:19:18.969418
300,-6.1910,0,50,0.018133,0.225698,2026-05-31T13:19:19.572862
301,-6.2379,0,50,0.018042,0.221624,2026-05-31T13:19:20.244707
302,-6.2438,0,50,0.017952,0.218016,2026-05-31T13:19:20.746178
303,-6.1969,0,50,0.017862,0.239101,2026-05-31T13:19:21.286677
304,-6.2438,0,50,0.017773,0.201809,2026-05-31T13:19:21.791077
305,-6.2516,0,50,0.017684,0.190959,2026-05-31T13:19:22.294638
306,-6.2594,0,50,0.017596,0.197538,2026-05-31T13:19:22.799137
307,-6.2320,0,50,0.017508,0.193688,2026-05-31T13:19:23.357260
308,-6.2047,0,50,0.017420,0.126478,2026-05-31T13:19:23.864359
309,-6.2184,0,50,0.017333,0.224642,2026-05-31T13:19:24.367198
310,-6.2379,0,50,0.017246,0.239002,2026-05-31T13:19:24.883928
311,-5.8414,0,55,0.017160,0.218578,2026-05-31T13:19:25.435041
312,-6.2594,0,50,0.017074,0.199132,2026-05-31T13:19:25.937965
313,-6.2457,0,50,0.016989,0.224235,2026-05-31T13:19:26.481431
314,-6.2594,0,50,0.016904,0.206242,2026-05-31T13:19:26.988201
315,-6.2594,0,50,0.016819,0.165031,2026-05-31T13:19:27.490006
316,-6.2320,0,50,0.016735,0.224487,2026-05-31T13:19:28.019426
317,-6.2457,0,50,0.016652,0.192002,2026-05-31T13:19:28.497218
318,-6.2281,0,50,0.016568,0.188647,2026-05-31T13:19:28.997636
319,-6.1969,0,50,0.016486,0.195528,2026-05-31T13:19:29.505249
320,-7.6211,0,31,0.016403,0.152690,2026-05-31T13:19:29.829952
321,-6.1637,0,50,0.016321,0.181958,2026-05-31T13:19:30.326791
322,-6.1949,0,50,0.016239,0.213922,2026-05-31T13:19:30.828882
323,-6.2184,0,50,0.016158,0.205205,2026-05-31T13:19:31.362415
324,-6.2457,0,50,0.016078,0.171675,2026-05-31T13:19:31.868943
325,-6.1754,0,50,0.015997,0.180485,2026-05-31T13:19:32.379864
326,-6.2301,0,50,0.015917,0.234237,2026-05-31T13:19:32.903553
327,-6.1949,0,50,0.015838,0.177716,2026-05-31T13:19:33.401101
328,-6.2301,0,50,0.015758,0.195043,2026-05-31T13:19:33.916092
329,-6.1988,0,50,0.015680,0.226860,2026-05-31T13:19:34.438545
330,-6.2066,0,50,0.015601,0.196754,2026-05-31T13:19:34.961310
331,-6.2184,0,50,0.015523,0.200964,2026-05-31T13:19:35.504459
332,-6.2379,0,50,0.015446,0.186604,2026-05-31T13:19:36.113022
333,-6.2457,0,50,0.015368,0.210419,2026-05-31T13:19:36.602547
334,-6.1910,0,50,0.015291,0.245206,2026-05-31T13:19:37.149595
335,-6.2457,0,50,0.015215,0.213251,2026-05-31T13:19:37.671199
336,-6.2457,0,50,0.015139,0.199449,2026-05-31T13:19:38.178684
337,-6.1773,0,50,0.015063,0.170429,2026-05-31T13:19:38.673558
338,-6.1637,0,50,0.014988,0.191584,2026-05-31T13:19:39.188627
339,-6.2320,0,50,0.014913,0.183476,2026-05-31T13:19:39.695759
340,-6.2281,0,50,0.014838,0.156314,2026-05-31T13:19:40.246739
341,-6.1754,0,50,0.014764,0.170369,2026-05-31T13:19:40.756041
342,-6.1695,0,50,0.014690,0.162403,2026-05-31T13:19:41.393817
343,-6.2203,0,50,0.014617,0.206347,2026-05-31T13:19:42.008057
344,-6.2594,0,50,0.014544,0.166914,2026-05-31T13:19:42.500292
345,-6.2047,0,50,0.014471,0.209470,2026-05-31T13:19:43.005025
346,-6.2320,0,50,0.014399,0.211224,2026-05-31T13:19:43.509343
347,-6.1910,0,50,0.014327,0.238351,2026-05-31T13:19:44.041672
348,-6.2047,0,50,0.014255,0.246997,2026-05-31T13:19:44.545514
349,-6.2438,0,50,0.014184,0.196518,2026-05-31T13:19:45.053493
350,-6.1637,0,50,0.014113,0.162363,2026-05-31T13:19:45.570303
351,-6.2105,0,50,0.014042,0.162261,2026-05-31T13:19:46.225968
352,-6.2145,0,50,0.013972,0.232603,2026-05-31T13:19:46.865771
353,-6.2457,0,50,0.013902,0.204392,2026-05-31T13:19:47.512012
354,-6.2281,0,50,0.013833,0.209307,2026-05-31T13:19:48.355535
355,-6.2086,0,50,0.013764,0.184021,2026-05-31T13:19:48.874486
356,-6.1910,0,50,0.013695,0.205143,2026-05-31T13:19:49.392564
357,-6.1832,0,50,0.013626,0.224100,2026-05-31T13:19:50.110068
358,-6.1664,0,51,0.013558,0.165959,2026-05-31T13:19:50.607953
359,-7.1518,0,37,0.013490,0.184864,2026-05-31T13:19:51.029674
360,-6.2594,0,50,0.013423,0.237444,2026-05-31T13:19:51.532502
361,-6.2184,0,50,0.013356,0.175202,2026-05-31T13:19:52.069878
362,-6.1910,0,50,0.013289,0.209026,2026-05-31T13:19:52.563213
363,-6.2047,0,50,0.013223,0.204401,2026-05-31T13:19:53.070978
364,-5.9727,0,53,0.013157,0.186389,2026-05-31T13:19:53.610836
365,-6.2184,0,50,0.013091,0.232292,2026-05-31T13:19:54.116098
366,-6.2457,0,50,0.013025,0.205893,2026-05-31T13:19:54.617024
367,-6.1773,0,50,0.012960,0.219538,2026-05-31T13:19:55.126511
