episode,reward,score,length,epsilon,td_error,timestamp
46,-6.2184,0,50,0.010000,0.282049,2026-05-24T20:16:39.322916
47,-6.2145,0,50,0.010000,0.237188,2026-05-24T20:16:39.537098
48,-6.2184,0,50,0.010000,0.242056,2026-05-24T20:16:39.768760
49,-6.2594,0,50,0.010000,0.242639,2026-05-24T20:16:39.984907
50,-6.1910,0,50,0.010000,0.242493,2026-05-24T20:16:40.199050
51,-6.2184,0,50,0.010000,0.242516,2026-05-24T20:16:40.487637
52,-6.1754,0,50,0.010000,0.238367,2026-05-24T20:16:40.720159
53,-6.1773,0,50,0.010000,0.242441,2026-05-24T20:16:40.937442
54,-6.2457,0,50,0.010000,0.243393,2026-05-24T20:16:41.157657
55,-6.2379,0,50,0.010000,0.291476,2026-05-24T20:16:41.381392
56,-6.1871,0,50,0.010000,0.239356,2026-05-24T20:16:41.597247
57,-6.2047,0,50,0.010000,0.250930,2026-05-24T20:16:41.826232
58,-6.2594,0,50,0.010000,0.290204,2026-05-24T20:16:42.040580
59,-6.1773,0,50,0.010000,0.244716,2026-05-24T20:16:42.271477
60,-6.1988,0,50,0.010000,0.239416,2026-05-24T20:16:42.487286
61,-6.2105,0,50,0.010000,0.240837,2026-05-24T20:16:42.720009
62,-6.2594,0,50,0.010000,0.244705,2026-05-24T20:16:42.938957
63,-6.2184,0,50,0.010000,0.244860,2026-05-24T20:16:43.171686
64,-6.1969,0,50,0.010000,0.241449,2026-05-24T20:16:43.387069
65,-6.1910,0,50,0.010000,0.244358,2026-05-24T20:16:43.619595
66,-6.2047,0,50,0.010000,0.244644,2026-05-24T20:16:43.835358
67,-6.2027,0,50,0.010000,0.240710,2026-05-24T20:16:44.070454
68,-6.1949,0,50,0.010000,0.240614,2026-05-24T20:16:44.285777
69,-6.2594,0,50,0.010000,0.245696,2026-05-24T20:16:44.513126
70,-6.1988,0,50,0.010000,0.241215,2026-05-24T20:16:44.728092
71,-6.2594,0,50,0.010000,0.298341,2026-05-24T20:16:44.958673
72,-6.2164,0,50,0.010000,0.241275,2026-05-24T20:16:45.177527
73,-6.2379,0,50,0.010000,0.242630,2026-05-24T20:16:45.391835
74,-6.2457,0,50,0.010000,0.245997,2026-05-24T20:16:45.620908
75,-6.2184,0,50,0.010000,0.246653,2026-05-24T20:16:45.836623
76,-6.2125,0,50,0.010000,0.241682,2026-05-24T20:16:46.068393
77,-6.2320,0,50,0.010000,0.246205,2026-05-24T20:16:46.283059
78,-6.2457,0,50,0.010000,0.246428,2026-05-24T20:16:46.512908
79,-6.2594,0,50,0.010000,0.246637,2026-05-24T20:16:46.728353
80,-6.2320,0,50,0.010000,0.246362,2026-05-24T20:16:46.982026
81,-6.2184,0,50,0.010000,0.246315,2026-05-24T20:16:47.224097
82,-6.2320,0,50,0.010000,0.246545,2026-05-24T20:16:47.462918
83,-6.2145,0,50,0.010000,0.242966,2026-05-24T20:16:47.686557
84,-6.1813,0,50,0.010000,0.243412,2026-05-24T20:16:47.923005
85,-6.2301,0,50,0.010000,0.242766,2026-05-24T20:16:48.138043
86,-6.1832,0,50,0.010000,0.244131,2026-05-24T20:16:48.367113
87,-6.2457,0,50,0.010000,0.247285,2026-05-24T20:16:48.590238
88,-6.2594,0,50,0.010000,0.247479,2026-05-24T20:16:48.821592
89,-6.2320,0,50,0.010000,0.247177,2026-05-24T20:16:49.051166
90,-6.2320,0,50,0.010000,0.247219,2026-05-24T20:16:49.300611
91,-6.2047,0,50,0.010000,0.243749,2026-05-24T20:16:49.518262
92,-6.2145,0,50,0.010000,0.243171,2026-05-24T20:16:49.748274
93,-6.2320,0,50,0.010000,0.247479,2026-05-24T20:16:49.966750
94,-6.2320,0,50,0.010000,0.247546,2026-05-24T20:16:50.198259
95,-6.2359,0,50,0.010000,0.243598,2026-05-24T20:16:50.414967
96,-6.2457,0,50,0.010000,0.249763,2026-05-24T20:16:50.646063
97,-6.2516,0,50,0.010000,0.244631,2026-05-24T20:16:50.862669
98,-6.2086,0,50,0.010000,0.245043,2026-05-24T20:16:51.094316
99,-6.2047,0,50,0.010000,0.253238,2026-05-24T20:16:51.310317
100,-6.2184,0,50,0.010000,0.247743,2026-05-24T20:16:51.538008
101,-6.2320,0,50,0.010000,0.247946,2026-05-24T20:16:51.758551
102,-6.2184,0,50,0.010000,0.311967,2026-05-24T20:16:51.974828
103,-6.2184,0,50,0.010000,0.247891,2026-05-24T20:16:52.206869
104,-6.2457,0,50,0.010000,0.248258,2026-05-24T20:16:52.421941
105,-6.2184,0,50,0.010000,0.248763,2026-05-24T20:16:52.655049
106,-6.2359,0,50,0.010000,0.244242,2026-05-24T20:16:52.872811
107,-6.1910,0,50,0.010000,0.249471,2026-05-24T20:16:53.104632
108,-6.1910,0,50,0.010000,0.250593,2026-05-24T20:16:53.321576
109,-6.2438,0,50,0.010000,0.244582,2026-05-24T20:16:53.550956
110,-6.2184,0,50,0.010000,0.248276,2026-05-24T20:16:53.767254
111,-6.2594,0,50,0.010000,0.254474,2026-05-24T20:16:54.000583
112,-6.1910,0,50,0.010000,0.249604,2026-05-24T20:16:54.217268
113,-6.2379,0,50,0.010000,0.245328,2026-05-24T20:16:54.457280
114,-6.2301,0,50,0.010000,0.244592,2026-05-24T20:16:54.680560
115,-6.2203,0,50,0.010000,0.308175,2026-05-24T20:16:54.919768
116,-6.2086,0,50,0.010000,0.244604,2026-05-24T20:16:55.141982
117,-6.2008,0,50,0.010000,0.307764,2026-05-24T20:16:55.394427
118,-6.2047,0,50,0.010000,0.248667,2026-05-24T20:16:55.628207
119,-6.1910,0,50,0.010000,0.248460,2026-05-24T20:16:55.867448
120,-6.2320,0,50,0.010000,0.248989,2026-05-24T20:16:56.102475
121,-6.2047,0,50,0.010000,0.248650,2026-05-24T20:16:56.416125
122,-6.2594,0,50,0.010000,0.249357,2026-05-24T20:16:56.653014
123,-6.1832,0,50,0.010000,0.246070,2026-05-24T20:16:56.900191
124,-6.2203,0,50,0.010000,0.245088,2026-05-24T20:16:57.129577
125,-6.1871,0,50,0.010000,0.249670,2026-05-24T20:16:57.364918
126,-6.2223,0,50,0.010000,0.309197,2026-05-24T20:16:57.586597
127,-6.2457,0,50,0.010000,0.249402,2026-05-24T20:16:57.824680
128,-6.2047,0,50,0.010000,0.312403,2026-05-24T20:16:58.049728
129,-6.2066,0,50,0.010000,0.245149,2026-05-24T20:16:58.294709
130,-6.2594,0,50,0.010000,0.312916,2026-05-24T20:16:58.523522
131,-6.2438,0,50,0.010000,0.245517,2026-05-24T20:16:58.763984
132,-6.2184,0,50,0.010000,0.249162,2026-05-24T20:16:58.982767
133,-6.1773,0,50,0.010000,0.249922,2026-05-24T20:16:59.218035
134,-6.2242,0,50,0.010000,0.245949,2026-05-24T20:16:59.434171
135,-6.2594,0,50,0.010000,0.186146,2026-05-24T20:16:59.666790
136,-6.2184,0,50,0.010000,0.249447,2026-05-24T20:16:59.885039
137,-6.2594,0,50,0.010000,0.313663,2026-05-24T20:17:00.119212
138,-6.2457,0,50,0.010000,0.249742,2026-05-24T20:17:00.390865
139,-6.2184,0,50,0.010000,0.250153,2026-05-24T20:17:00.637071
140,-6.2438,0,50,0.010000,0.245872,2026-05-24T20:17:00.864096
141,-6.1754,0,50,0.010000,0.247562,2026-05-24T20:17:01.102946
142,-6.2320,0,50,0.010000,0.313283,2026-05-24T20:17:01.325423
143,-6.2594,0,50,0.010000,0.249976,2026-05-24T20:17:01.699983
144,-6.2184,0,50,0.010000,0.250078,2026-05-24T20:17:01.929539
145,-6.2320,0,50,0.010000,0.249615,2026-05-24T20:17:02.173508
146,-6.2320,0,50,0.010000,0.312788,2026-05-24T20:17:02.414681
147,-6.2457,0,50,0.010000,0.252198,2026-05-24T20:17:02.651226
148,-6.2184,0,50,0.010000,0.253891,2026-05-24T20:17:02.892712
149,-6.2184,0,50,0.010000,0.250000,2026-05-24T20:17:03.121926
150,-6.2281,0,50,0.010000,0.245751,2026-05-24T20:17:03.359857
151,-6.1773,0,50,0.010000,0.251148,2026-05-24T20:17:03.583647
152,-6.1949,0,50,0.010000,0.246009,2026-05-24T20:17:03.832112
153,-6.2457,0,50,0.010000,0.312966,2026-05-24T20:17:04.059576
154,-6.2047,0,50,0.010000,0.249332,2026-05-24T20:17:04.294381
155,-6.2320,0,50,0.010000,0.249695,2026-05-24T20:17:04.516629
156,-6.2184,0,50,0.010000,0.249698,2026-05-24T20:17:04.752124
157,-6.2438,0,50,0.010000,0.246026,2026-05-24T20:17:04.971709
158,-6.2516,0,50,0.010000,0.309206,2026-05-24T20:17:05.188594
159,-6.2320,0,50,0.010000,0.249613,2026-05-24T20:17:05.418839
160,-6.2184,0,50,0.010000,0.250297,2026-05-24T20:17:05.635330
161,-6.1910,0,50,0.010000,0.250449,2026-05-24T20:17:05.868366
162,-6.2047,0,50,0.010000,0.311095,2026-05-24T20:17:06.086361
163,-6.2594,0,50,0.010000,0.311490,2026-05-24T20:17:06.317375
164,-6.1969,0,50,0.010000,0.245791,2026-05-24T20:17:06.533376
165,-6.2320,0,50,0.010000,0.249710,2026-05-24T20:17:06.762503
166,-6.2320,0,50,0.010000,0.249676,2026-05-24T20:17:06.978805
167,-6.2457,0,50,0.010000,0.249828,2026-05-24T20:17:07.209759
168,-6.2281,0,50,0.010000,0.245757,2026-05-24T20:17:07.425123
169,-6.2223,0,50,0.010000,0.306240,2026-05-24T20:17:07.706846
170,-6.2184,0,50,0.010000,0.250089,2026-05-24T20:17:07.924298
171,-6.2301,0,50,0.010000,0.245761,2026-05-24T20:17:08.157280
172,-6.1871,0,50,0.010000,0.306712,2026-05-24T20:17:08.376708
173,-6.2359,0,50,0.010000,0.305432,2026-05-24T20:17:08.612330
174,-6.1773,0,50,0.010000,0.250962,2026-05-24T20:17:08.832445
175,-6.2359,0,50,0.010000,0.305208,2026-05-24T20:17:09.072525
176,-6.1695,0,50,0.010000,0.363477,2026-05-24T20:17:09.292109
177,-6.2125,0,50,0.010000,0.245680,2026-05-24T20:17:09.524109
178,-6.2457,0,50,0.010000,0.249862,2026-05-24T20:17:09.741072
179,-6.1910,0,50,0.010000,0.250652,2026-05-24T20:17:09.976545
180,-6.2184,0,50,0.010000,0.249470,2026-05-24T20:17:10.209656
181,-6.2164,0,50,0.010000,0.245799,2026-05-24T20:17:10.447549
182,-6.2125,0,50,0.010000,0.245683,2026-05-24T20:17:10.673026
183,-6.2184,0,50,0.010000,0.249472,2026-05-24T20:17:10.908173
184,-6.1754,0,50,0.010000,0.247327,2026-05-24T20:17:11.125578
185,-6.2457,0,50,0.010000,0.249899,2026-05-24T20:17:11.355530
186,-6.1988,0,50,0.010000,0.246173,2026-05-24T20:17:11.574817
187,-6.1695,0,50,0.010000,0.246798,2026-05-24T20:17:11.789452
188,-6.2047,0,50,0.010000,0.249385,2026-05-24T20:17:12.020730
189,-6.2047,0,50,0.010000,0.249364,2026-05-24T20:17:12.238344
190,-6.2516,0,50,0.010000,0.304628,2026-05-24T20:17:12.468327
191,-6.2066,0,50,0.010000,0.245933,2026-05-24T20:17:12.687400
192,-6.2184,0,50,0.010000,0.249515,2026-05-24T20:17:12.919241
193,-6.1637,0,50,0.010000,0.250859,2026-05-24T20:17:13.135989
194,-6.2105,0,50,0.010000,0.245880,2026-05-24T20:17:13.368014
195,-6.2320,0,50,0.010000,0.249718,2026-05-24T20:17:13.584483
196,-6.1773,0,50,0.010000,0.250579,2026-05-24T20:17:13.815943
197,-6.1910,0,50,0.010000,0.250015,2026-05-24T20:17:14.037632
198,-6.2457,0,50,0.010000,0.249956,2026-05-24T20:17:14.270982
199,-6.2184,0,50,0.010000,0.249491,2026-05-24T20:17:14.488362
200,-6.2594,0,50,0.010000,0.250054,2026-05-24T20:17:14.720587
201,-6.2086,0,50,0.010000,0.245532,2026-05-24T20:17:14.940281
202,-6.2242,0,50,0.010000,0.312869,2026-05-24T20:17:15.171981
203,-6.1891,0,50,0.010000,0.246048,2026-05-24T20:17:15.392132
204,-6.2438,0,50,0.010000,0.245985,2026-05-24T20:17:15.627092
205,-6.2320,0,50,0.010000,0.249549,2026-05-24T20:17:15.844495
206,-6.1969,0,50,0.010000,0.245971,2026-05-24T20:17:16.077599
207,-6.2457,0,50,0.010000,0.306457,2026-05-24T20:17:16.294671
208,-6.2047,0,50,0.010000,0.245383,2026-05-24T20:17:16.522563
209,-6.1773,0,50,0.010000,0.250362,2026-05-24T20:17:16.746046
210,-6.2379,0,50,0.010000,0.245985,2026-05-24T20:17:16.992266
211,-6.2320,0,50,0.010000,0.249449,2026-05-24T20:17:17.249885
212,-6.2320,0,50,0.010000,0.249394,2026-05-24T20:17:17.491339
213,-6.1988,0,50,0.010000,0.246295,2026-05-24T20:17:17.716712
214,-6.1891,0,50,0.010000,0.246071,2026-05-24T20:17:17.953518
215,-6.2027,0,50,0.010000,0.245299,2026-05-24T20:17:18.172538
216,-6.2457,0,50,0.010000,0.249624,2026-05-24T20:17:18.389341
217,-6.2184,0,50,0.010000,0.249137,2026-05-24T20:17:18.619968
218,-6.2594,0,50,0.010000,0.249720,2026-05-24T20:17:18.837321
219,-6.2457,0,50,0.010000,0.249427,2026-05-24T20:17:19.078020
220,-6.2457,0,50,0.010000,0.305628,2026-05-24T20:17:19.301031
221,-6.2242,0,50,0.010000,0.300495,2026-05-24T20:17:19.534143
222,-6.2008,0,50,0.010000,0.245393,2026-05-24T20:17:19.750337
223,-6.2047,0,50,0.010000,0.248741,2026-05-24T20:17:19.982543
224,-6.2594,0,50,0.010000,0.249556,2026-05-24T20:17:20.198949
225,-6.2594,0,50,0.010000,0.357271,2026-05-24T20:17:20.430130
226,-6.2047,0,50,0.010000,0.249556,2026-05-24T20:17:20.646508
227,-6.2594,0,50,0.010000,0.249398,2026-05-24T20:17:20.879107
228,-6.2594,0,50,0.010000,0.249317,2026-05-24T20:17:21.096404
229,-6.2594,0,50,0.010000,0.249236,2026-05-24T20:17:21.324995
230,-6.2320,0,50,0.010000,0.249112,2026-05-24T20:17:21.541420
231,-6.1969,0,50,0.010000,0.245475,2026-05-24T20:17:21.771322
232,-6.1695,0,50,0.010000,0.244837,2026-05-24T20:17:21.992601
233,-6.2379,0,50,0.010000,0.245163,2026-05-24T20:17:22.225663
234,-6.2594,0,50,0.010000,0.249143,2026-05-24T20:17:22.442124
235,-6.1871,0,50,0.010000,0.298395,2026-05-24T20:17:22.675776
236,-6.1813,0,50,0.010000,0.297995,2026-05-24T20:17:22.893135
237,-6.2320,0,50,0.010000,0.248721,2026-05-24T20:17:23.124285
238,-6.2457,0,50,0.010000,0.248881,2026-05-24T20:17:23.343219
239,-6.1773,0,50,0.010000,0.305059,2026-05-24T20:17:23.560579
240,-6.2027,0,50,0.010000,0.244646,2026-05-24T20:17:23.792075
241,-6.2320,0,50,0.010000,0.248659,2026-05-24T20:17:24.082201
242,-6.2594,0,50,0.010000,0.299768,2026-05-24T20:17:24.301627
243,-6.1988,0,50,0.010000,0.294583,2026-05-24T20:17:24.519970
244,-6.2594,0,50,0.010000,0.298536,2026-05-24T20:17:24.752012
245,-6.2184,0,50,0.010000,0.248242,2026-05-24T20:17:24.969168
246,-6.2047,0,50,0.010000,0.296942,2026-05-24T20:17:25.202521
247,-6.2008,0,50,0.010000,0.244208,2026-05-24T20:17:25.419005
248,-6.2047,0,50,0.010000,0.248295,2026-05-24T20:17:25.657032
249,-6.2457,0,50,0.010000,0.248663,2026-05-24T20:17:25.874371
250,-6.2086,0,50,0.010000,0.244240,2026-05-24T20:17:26.126548
251,-6.2457,0,50,0.010000,0.248571,2026-05-24T20:17:26.344702
252,-6.1969,0,50,0.010000,0.245015,2026-05-24T20:17:26.579684
253,-6.1832,0,50,0.010000,0.244681,2026-05-24T20:17:26.803791
254,-6.2594,0,50,0.010000,0.248795,2026-05-24T20:17:27.039455
255,-6.2594,0,50,0.010000,0.248711,2026-05-24T20:17:27.257073
256,-6.2047,0,50,0.010000,0.295550,2026-05-24T20:17:27.494231
257,-6.1930,0,50,0.010000,0.291176,2026-05-24T20:17:27.710650
258,-6.2242,0,50,0.010000,0.244281,2026-05-24T20:17:27.941253
259,-6.2594,0,50,0.010000,0.248591,2026-05-24T20:17:28.160089
260,-6.2164,0,50,0.010000,0.244234,2026-05-24T20:17:28.390910
261,-6.2457,0,50,0.010000,0.294359,2026-05-24T20:17:28.612216
262,-6.2008,0,50,0.010000,0.244200,2026-05-24T20:17:28.843733
263,-6.2320,0,50,0.010000,0.248027,2026-05-24T20:17:29.063472
264,-6.2594,0,50,0.010000,0.248424,2026-05-24T20:17:29.293507
265,-6.2457,0,50,0.010000,0.248112,2026-05-24T20:17:29.511965
266,-6.2184,0,50,0.010000,0.247974,2026-05-24T20:17:29.732193
267,-6.2184,0,50,0.010000,0.247586,2026-05-24T20:17:29.961775
268,-6.2594,0,50,0.010000,0.247542,2026-05-24T20:17:30.178374
269,-6.1695,0,50,0.010000,0.244670,2026-05-24T20:17:30.409414
270,-6.1949,0,50,0.010000,0.243428,2026-05-24T20:17:30.626661
271,-6.2516,0,50,0.010000,0.244296,2026-05-24T20:17:30.860740
272,-6.2242,0,50,0.010000,0.243754,2026-05-24T20:17:31.076528
273,-6.2594,0,50,0.010000,0.248129,2026-05-24T20:17:31.305305
274,-6.1754,0,50,0.010000,0.289995,2026-05-24T20:17:31.521066
275,-6.2457,0,50,0.010000,0.254408,2026-05-24T20:17:31.754203
276,-6.2457,0,50,0.010000,0.247785,2026-05-24T20:17:31.970837
277,-6.1930,0,50,0.010000,0.244289,2026-05-24T20:17:32.200328
278,-6.2359,0,50,0.010000,0.243728,2026-05-24T20:17:32.418196
279,-6.2320,0,50,0.010000,0.247480,2026-05-24T20:17:32.651274
280,-6.2320,0,50,0.010000,0.249681,2026-05-24T20:17:32.868708
281,-6.1773,0,50,0.010000,0.247828,2026-05-24T20:17:33.100296
282,-6.2047,0,50,0.010000,0.246981,2026-05-24T20:17:33.318436
283,-6.2457,0,50,0.010000,0.247657,2026-05-24T20:17:33.548489
284,-6.2066,0,50,0.010000,0.243417,2026-05-24T20:17:33.766285
285,-6.2223,0,50,0.010000,0.292744,2026-05-24T20:17:33.986066
286,-6.2027,0,50,0.010000,0.243389,2026-05-24T20:17:34.229748
287,-6.1891,0,50,0.010000,0.243031,2026-05-24T20:17:34.446243
288,-6.2594,0,50,0.010000,0.247879,2026-05-24T20:17:34.678772
289,-6.1871,0,50,0.010000,0.242812,2026-05-24T20:17:34.898059
290,-6.2320,0,50,0.010000,0.247325,2026-05-24T20:17:35.132477
291,-6.2594,0,50,0.010000,0.247742,2026-05-24T20:17:35.347891
292,-6.2184,0,50,0.010000,0.246937,2026-05-24T20:17:35.581879
293,-6.2184,0,50,0.010000,0.250267,2026-05-24T20:17:35.797095
294,-6.2047,0,50,0.010000,0.290519,2026-05-24T20:17:36.029567
295,-6.2223,0,50,0.010000,0.243120,2026-05-24T20:17:36.245319
296,-6.2594,0,50,0.010000,0.290456,2026-05-24T20:17:36.476995
297,-6.1910,0,50,0.010000,0.289611,2026-05-24T20:17:36.691568
298,-6.2379,0,50,0.010000,0.243226,2026-05-24T20:17:36.921743
299,-6.1910,0,50,0.010000,0.246699,2026-05-24T20:17:37.138484
300,-6.1988,0,50,0.010000,0.242653,2026-05-24T20:17:37.370858
301,-6.2594,0,50,0.010000,0.247484,2026-05-24T20:17:37.591058
302,-6.2184,0,50,0.010000,0.246668,2026-05-24T20:17:37.822352
303,-6.2594,0,50,0.010000,0.247353,2026-05-24T20:17:38.040849
304,-6.2047,0,50,0.010000,0.243118,2026-05-24T20:17:38.271124
305,-6.2047,0,50,0.010000,0.246467,2026-05-24T20:17:38.489505
306,-6.2047,0,50,0.010000,0.246351,2026-05-24T20:17:38.774034
307,-6.1949,0,50,0.010000,0.325503,2026-05-24T20:17:38.991155
308,-6.2242,0,50,0.010000,0.283482,2026-05-24T20:17:39.226145
309,-6.1988,0,50,0.010000,0.242416,2026-05-24T20:17:39.442842
310,-6.1969,0,50,0.010000,0.242669,2026-05-24T20:17:39.670935
311,-6.1949,0,50,0.010000,0.242358,2026-05-24T20:17:39.889082
312,-6.2242,0,50,0.010000,0.242770,2026-05-24T20:17:40.108003
313,-6.2047,0,50,0.010000,0.246451,2026-05-24T20:17:40.338070
314,-6.2438,0,50,0.010000,0.243032,2026-05-24T20:17:40.554558
315,-6.2320,0,50,0.010000,0.246691,2026-05-24T20:17:40.787617
316,-6.2047,0,50,0.010000,0.246352,2026-05-24T20:17:41.003689
317,-6.2047,0,50,0.010000,0.246144,2026-05-24T20:17:41.238009
318,-6.2320,0,50,0.010000,0.246608,2026-05-24T20:17:41.455448
319,-6.1813,0,50,0.010000,0.285023,2026-05-24T20:17:41.689652
320,-6.2320,0,50,0.010000,0.246585,2026-05-24T20:17:41.905706
321,-6.2242,0,50,0.010000,0.242482,2026-05-24T20:17:42.139644
322,-6.2066,0,50,0.010000,0.242450,2026-05-24T20:17:42.356241
323,-6.2379,0,50,0.010000,0.242672,2026-05-24T20:17:42.586509
324,-6.2594,0,50,0.010000,0.246943,2026-05-24T20:17:42.804205
325,-6.2457,0,50,0.010000,0.246603,2026-05-24T20:17:43.036215
326,-6.2047,0,50,0.010000,0.285337,2026-05-24T20:17:43.253397
327,-6.2086,0,50,0.010000,0.242001,2026-05-24T20:17:43.486026
328,-6.2203,0,50,0.010000,0.242177,2026-05-24T20:17:43.703419
329,-6.2516,0,50,0.010000,0.242592,2026-05-24T20:17:43.930644
330,-6.2457,0,50,0.010000,0.246498,2026-05-24T20:17:44.153333
331,-6.2047,0,50,0.010000,0.246191,2026-05-24T20:17:44.369709
332,-6.2184,0,50,0.010000,0.245878,2026-05-24T20:17:44.600223
333,-6.2594,0,50,0.010000,0.246596,2026-05-24T20:17:44.816352
334,-6.2516,0,50,0.010000,0.242346,2026-05-24T20:17:45.045386
335,-6.1969,0,50,0.010000,0.242498,2026-05-24T20:17:45.262111
336,-6.1891,0,50,0.010000,0.241985,2026-05-24T20:17:45.494414
337,-6.2184,0,50,0.010000,0.283936,2026-05-24T20:17:45.712084
338,-6.2457,0,50,0.010000,0.246187,2026-05-24T20:17:45.941391
339,-6.2164,0,50,0.010000,0.241658,2026-05-24T20:17:46.160425
340,-6.1695,0,50,0.010000,0.242497,2026-05-24T20:17:46.391010
341,-6.2047,0,50,0.010000,0.245358,2026-05-24T20:17:46.606900
342,-6.2184,0,50,0.010000,0.245584,2026-05-24T20:17:46.854562
343,-6.2320,0,50,0.010000,0.245796,2026-05-24T20:17:47.087641
344,-6.2457,0,50,0.010000,0.245994,2026-05-24T20:17:47.328541
345,-6.2047,0,50,0.010000,0.242535,2026-05-24T20:17:47.552736
346,-6.2066,0,50,0.010000,0.241983,2026-05-24T20:17:47.794026
347,-6.2457,0,50,0.010000,0.245996,2026-05-24T20:17:48.019529
348,-6.2594,0,50,0.010000,0.246181,2026-05-24T20:17:48.252103
349,-6.2457,0,50,0.010000,0.282246,2026-05-24T20:17:48.470076
350,-6.2184,0,50,0.010000,0.245940,2026-05-24T20:17:48.701942
351,-6.2594,0,50,0.010000,0.282497,2026-05-24T20:17:48.922065
352,-6.2164,0,50,0.010000,0.243101,2026-05-24T20:17:49.166468
353,-6.2594,0,50,0.010000,0.245926,2026-05-24T20:17:49.388180
354,-6.2594,0,50,0.010000,0.245840,2026-05-24T20:17:49.620690
355,-6.2457,0,50,0.010000,0.280552,2026-05-24T20:17:49.836343
356,-6.1930,0,50,0.010000,0.241823,2026-05-24T20:17:50.072037
357,-6.2027,0,50,0.010000,0.241200,2026-05-24T20:17:50.289748
358,-6.2320,0,50,0.010000,0.245225,2026-05-24T20:17:50.518636
359,-6.2438,0,50,0.010000,0.241360,2026-05-24T20:17:50.738368
360,-6.2359,0,50,0.010000,0.309206,2026-05-24T20:17:50.957724
361,-6.2594,0,50,0.010000,0.245575,2026-05-24T20:17:51.189978
362,-6.2320,0,50,0.010000,0.248847,2026-05-24T20:17:51.406330
363,-6.1871,0,50,0.010000,0.241153,2026-05-24T20:17:51.635276
364,-6.2301,0,50,0.010000,0.240957,2026-05-24T20:17:51.851517
365,-6.2066,0,50,0.010000,0.240695,2026-05-24T20:17:52.086651
366,-6.1891,0,50,0.010000,0.240337,2026-05-24T20:17:52.303386
367,-6.2379,0,50,0.010000,0.241109,2026-05-24T20:17:52.533172
