episode,reward,score,length,epsilon,td_error,timestamp
41,-2.6500,0,50,0.066418,0.364929,2026-05-24T19:43:59.758323
42,-2.2000,0,53,0.066086,0.350188,2026-05-24T19:44:01.589872
43,-2.6500,0,50,0.065756,0.363562,2026-05-24T19:44:03.321921
44,-5.5000,0,31,0.065427,0.495342,2026-05-24T19:44:04.408379
45,-2.6500,0,50,0.065100,0.363463,2026-05-24T19:44:06.134726
46,-2.6500,0,50,0.064774,0.359315,2026-05-24T19:44:08.054872
47,-5.5000,0,31,0.064450,0.493855,2026-05-24T19:44:09.247829
48,-2.6500,0,50,0.064128,0.364955,2026-05-24T19:44:11.867255
49,-2.6500,0,50,0.063807,0.364388,2026-05-24T19:44:13.592214
50,-2.6500,0,50,0.063488,0.358465,2026-05-24T19:44:15.326071
51,-2.6500,0,50,0.063171,0.361627,2026-05-24T19:44:17.054098
52,-2.6500,0,50,0.062855,0.363268,2026-05-24T19:44:18.782612
53,-5.5000,0,31,0.062541,0.490469,2026-05-24T19:44:19.869880
54,-2.6500,0,50,0.062228,0.359253,2026-05-24T19:44:21.596966
55,-2.6500,0,50,0.061917,0.357207,2026-05-24T19:44:23.330511
56,-2.2000,0,53,0.061607,0.348188,2026-05-24T19:44:25.157450
57,-2.6500,0,50,0.061299,0.357325,2026-05-24T19:44:26.887993
58,-2.8000,0,49,0.060993,0.362077,2026-05-24T19:44:28.584934
59,-2.6500,0,50,0.060688,0.356784,2026-05-24T19:44:30.313708
60,-5.5000,0,31,0.060384,0.487188,2026-05-24T19:44:31.399252
61,-2.6500,0,50,0.060083,0.358573,2026-05-24T19:44:33.130252
62,-2.6500,0,50,0.059782,0.361745,2026-05-24T19:44:34.855738
63,-2.6500,0,50,0.059483,0.356279,2026-05-24T19:44:36.581689
64,-2.6500,0,50,0.059186,0.354669,2026-05-24T19:44:38.311651
65,-2.6500,0,50,0.058890,0.363223,2026-05-24T19:44:40.043390
66,-2.6500,0,50,0.058595,0.361496,2026-05-24T19:44:41.772493
67,-2.6500,0,50,0.058302,0.359911,2026-05-24T19:44:43.499975
68,-2.6500,0,50,0.058011,0.361902,2026-05-24T19:44:45.230435
69,-2.6500,0,50,0.057721,0.357567,2026-05-24T19:44:46.961243
70,-2.6500,0,50,0.057432,0.359353,2026-05-24T19:44:49.578468
71,-2.6500,0,50,0.057145,0.355614,2026-05-24T19:44:51.305791
72,-1.0000,1,61,0.056859,0.318691,2026-05-24T19:44:53.407259
73,-2.6500,0,50,0.056575,0.353808,2026-05-24T19:44:55.132308
74,-1.9000,0,55,0.056292,0.336700,2026-05-24T19:44:57.036882
75,-2.6500,0,50,0.056011,0.353487,2026-05-24T19:44:58.759698
76,-5.5000,0,31,0.055731,0.480577,2026-05-24T19:44:59.848586
77,-2.6500,0,50,0.055452,0.353129,2026-05-24T19:45:01.583113
78,-2.6500,0,50,0.055175,0.353484,2026-05-24T19:45:03.308007
79,-3.5500,0,44,0.054899,0.381775,2026-05-24T19:45:04.840214
80,-2.6500,0,50,0.054624,0.355472,2026-05-24T19:45:06.567892
81,-5.5000,0,31,0.054351,0.478325,2026-05-24T19:45:07.651964
82,-2.6500,0,50,0.054080,0.352064,2026-05-24T19:45:09.381699
83,-2.6500,0,50,0.053809,0.351728,2026-05-24T19:45:11.112145
84,-2.6500,0,50,0.053540,0.354863,2026-05-24T19:45:12.838878
85,-2.6500,0,50,0.053272,0.351654,2026-05-24T19:45:14.569905
86,-5.5000,0,31,0.053006,0.476190,2026-05-24T19:45:15.653884
87,-2.6500,0,50,0.052741,0.351101,2026-05-24T19:45:17.386185
88,-2.6500,0,50,0.052477,0.352007,2026-05-24T19:45:19.117633
89,-5.5000,0,31,0.052215,0.474895,2026-05-24T19:45:20.202218
90,-2.6500,0,50,0.051954,0.350448,2026-05-24T19:45:21.932552
91,-5.5000,0,31,0.051694,0.473569,2026-05-24T19:45:23.016576
92,-2.6500,0,50,0.051436,0.350135,2026-05-24T19:45:24.742046
93,-2.6500,0,50,0.051178,0.351220,2026-05-24T19:45:26.474262
94,-5.5000,0,31,0.050923,0.472310,2026-05-24T19:45:27.554880
95,-2.6500,0,50,0.050668,0.350618,2026-05-24T19:45:29.282956
96,-2.6500,0,50,0.050415,0.349197,2026-05-24T19:45:31.017956
97,-5.5000,0,31,0.050163,0.471064,2026-05-24T19:45:32.099582
98,-2.6500,0,50,0.049912,0.352398,2026-05-24T19:45:33.830381
99,-2.6500,0,50,0.049662,0.347467,2026-05-24T19:45:35.561674
100,-2.6500,0,50,0.049414,0.353347,2026-05-24T19:45:37.292093
101,-2.6500,0,50,0.049167,0.353209,2026-05-24T19:45:39.020666
102,-2.6500,0,50,0.048921,0.350843,2026-05-24T19:45:40.748726
103,-2.6500,0,50,0.048676,0.350547,2026-05-24T19:45:42.476965
104,-2.6500,0,50,0.048433,0.350381,2026-05-24T19:45:44.199501
105,-2.6500,0,50,0.048191,0.347789,2026-05-24T19:45:45.928886
106,-3.8500,0,42,0.047950,0.386137,2026-05-24T19:45:47.384058
107,-2.6500,0,50,0.047710,0.349131,2026-05-24T19:45:49.109913
108,-2.9500,0,48,0.047472,0.355860,2026-05-24T19:45:50.766292
109,-2.6500,0,50,0.047234,0.349830,2026-05-24T19:45:52.486195
110,-5.5000,0,31,0.046998,0.466566,2026-05-24T19:45:53.572718
111,-2.6500,0,50,0.046763,0.348907,2026-05-24T19:45:55.305610
112,-2.6500,0,50,0.046529,0.344820,2026-05-24T19:45:57.034136
113,-2.6500,0,50,0.046297,0.356866,2026-05-24T19:45:58.764498
114,-2.6500,0,50,0.046065,0.350446,2026-05-24T19:46:00.491700
115,-2.6500,0,50,0.045835,0.346886,2026-05-24T19:46:02.218283
116,-2.6500,0,50,0.045606,0.349920,2026-05-24T19:46:03.942666
117,-2.6500,0,50,0.045378,0.348905,2026-05-24T19:46:05.672398
118,-2.6500,0,50,0.045151,0.346090,2026-05-24T19:46:07.402127
119,-2.6500,0,50,0.044925,0.345842,2026-05-24T19:46:09.127945
120,-5.5000,0,31,0.044700,0.463569,2026-05-24T19:46:10.209584
121,-2.6500,0,50,0.044477,0.347828,2026-05-24T19:46:11.939094
122,-2.6500,0,50,0.044254,0.346987,2026-05-24T19:46:13.664321
123,-5.5000,0,31,0.044033,0.462503,2026-05-24T19:46:14.756793
124,-2.6500,0,50,0.043813,0.346081,2026-05-24T19:46:16.482825
125,-2.6500,0,50,0.043594,0.346332,2026-05-24T19:46:18.214259
126,-3.1000,0,47,0.043376,0.357436,2026-05-24T19:46:19.843332
127,-2.6500,0,50,0.043159,0.345215,2026-05-24T19:46:21.575261
128,-2.6500,0,50,0.042943,0.345213,2026-05-24T19:46:23.307874
129,-2.6500,0,50,0.042729,0.344838,2026-05-24T19:46:25.035983
130,-2.6500,0,50,0.042515,0.346437,2026-05-24T19:46:26.769902
131,-2.6500,0,50,0.042302,0.344201,2026-05-24T19:46:28.496895
132,-2.6500,0,50,0.042091,0.344238,2026-05-24T19:46:30.228779
133,-5.5000,0,31,0.041880,0.459862,2026-05-24T19:46:31.311703
134,-2.6500,0,50,0.041671,0.346503,2026-05-24T19:46:33.036653
135,-4.0000,0,41,0.041463,0.385150,2026-05-24T19:46:34.458106
136,-2.6500,0,50,0.041255,0.347766,2026-05-24T19:46:36.185730
137,-2.6500,0,50,0.041049,0.343912,2026-05-24T19:46:37.917606
138,-2.6500,0,50,0.040844,0.345761,2026-05-24T19:46:39.649068
139,-2.6500,0,50,0.040640,0.344249,2026-05-24T19:46:41.376446
140,-2.6500,0,50,0.040436,0.345771,2026-05-24T19:46:43.102009
141,-2.6500,0,50,0.040234,0.342887,2026-05-24T19:46:44.819032
142,-2.6500,0,50,0.040033,0.344039,2026-05-24T19:46:46.548993
143,-2.6500,0,50,0.039833,0.342709,2026-05-24T19:46:48.272385
144,-5.5000,0,31,0.039634,0.456780,2026-05-24T19:46:49.355933
145,-2.6500,0,50,0.039435,0.342512,2026-05-24T19:46:51.084893
146,-2.6500,0,50,0.039238,0.346010,2026-05-24T19:46:52.804855
147,-5.5000,0,31,0.039042,0.455836,2026-05-24T19:46:53.885674
148,-2.6500,0,50,0.038847,0.342079,2026-05-24T19:46:55.618044
149,-2.6500,0,50,0.038653,0.341891,2026-05-24T19:46:57.345669
150,-5.5000,0,31,0.038459,0.454758,2026-05-24T19:46:58.427766
151,-2.6500,0,50,0.038267,0.341706,2026-05-24T19:47:00.151875
152,-2.6500,0,50,0.038076,0.343564,2026-05-24T19:47:01.881061
153,-2.6500,0,50,0.037885,0.342098,2026-05-24T19:47:03.606815
154,-2.6500,0,50,0.037696,0.342292,2026-05-24T19:47:05.338761
155,-2.6500,0,50,0.037507,0.341157,2026-05-24T19:47:07.066263
156,-5.5000,0,31,0.037320,0.453370,2026-05-24T19:47:08.211991
157,-2.6500,0,50,0.037133,0.340983,2026-05-24T19:47:09.935688
158,-2.6500,0,50,0.036948,0.340811,2026-05-24T19:47:11.671990
159,-2.6500,0,50,0.036763,0.340642,2026-05-24T19:47:13.406428
160,-5.5000,0,31,0.036579,0.452323,2026-05-24T19:47:14.489114
161,-2.6500,0,50,0.036396,0.342031,2026-05-24T19:47:16.221160
162,-2.6500,0,50,0.036214,0.340295,2026-05-24T19:47:17.948761
163,-5.5000,0,31,0.036033,0.451343,2026-05-24T19:47:19.034615
164,-2.6500,0,50,0.035853,0.340134,2026-05-24T19:47:20.763731
165,-2.6500,0,50,0.035674,0.341829,2026-05-24T19:47:22.495638
166,-2.6500,0,50,0.035495,0.340107,2026-05-24T19:47:24.225636
167,-5.5000,0,31,0.035318,0.450455,2026-05-24T19:47:25.309885
168,-2.6500,0,50,0.035141,0.339616,2026-05-24T19:47:27.035839
169,-2.6500,0,50,0.034966,0.341182,2026-05-24T19:47:28.765643
170,-5.5000,0,31,0.034791,0.449537,2026-05-24T19:47:29.850632
171,-2.6500,0,50,0.034617,0.340909,2026-05-24T19:47:31.581919
172,-2.6500,0,50,0.034444,0.339122,2026-05-24T19:47:33.313222
173,-2.6500,0,50,0.034272,0.338978,2026-05-24T19:47:35.045927
174,-4.4500,0,38,0.034100,0.395820,2026-05-24T19:47:36.369705
175,-2.6500,0,50,0.033930,0.339891,2026-05-24T19:47:38.101114
176,-2.6500,0,50,0.033760,0.338697,2026-05-24T19:47:39.832397
177,-5.5000,0,31,0.033591,0.447869,2026-05-24T19:47:40.919254
178,-2.6500,0,50,0.033423,0.340252,2026-05-24T19:47:42.649100
179,-2.6500,0,50,0.033256,0.338408,2026-05-24T19:47:44.381703
180,-2.6500,0,50,0.033090,0.339359,2026-05-24T19:47:46.110492
181,-2.6500,0,50,0.032924,0.340803,2026-05-24T19:47:47.838084
182,-2.6500,0,50,0.032760,0.339252,2026-05-24T19:47:49.564361
183,-5.5000,0,31,0.032596,0.446720,2026-05-24T19:47:50.651174
184,-2.6500,0,50,0.032433,0.343229,2026-05-24T19:47:52.386150
185,-2.6500,0,50,0.032271,0.339340,2026-05-24T19:47:54.114652
186,-5.5000,0,31,0.032109,0.445980,2026-05-24T19:47:55.203664
187,-2.6500,0,50,0.031949,0.337694,2026-05-24T19:47:56.929048
188,-2.6500,0,50,0.031789,0.337571,2026-05-24T19:47:58.659183
189,-2.6500,0,50,0.031630,0.340771,2026-05-24T19:48:00.392265
190,-4.0000,0,41,0.031472,0.376571,2026-05-24T19:48:01.819278
191,-2.6500,0,50,0.031315,0.337943,2026-05-24T19:48:03.549454
192,-3.5500,0,44,0.031158,0.361326,2026-05-24T19:48:05.079267
193,-2.6500,0,50,0.031002,0.338328,2026-05-24T19:48:06.811111
194,-2.6500,0,50,0.030847,0.337039,2026-05-24T19:48:08.540419
195,-5.5000,0,31,0.030693,0.444180,2026-05-24T19:48:09.625775
196,-2.6500,0,50,0.030540,0.334579,2026-05-24T19:48:11.351739
197,-2.6500,0,50,0.030387,0.337723,2026-05-24T19:48:13.082186
198,-2.6500,0,50,0.030235,0.337600,2026-05-24T19:48:14.811621
199,-2.6500,0,50,0.030084,0.346290,2026-05-24T19:48:16.539992
200,-2.6500,0,50,0.029933,0.337326,2026-05-24T19:48:18.268517
201,-2.6500,0,50,0.029784,0.341414,2026-05-24T19:48:19.998848
202,-2.6500,0,50,0.029635,0.337077,2026-05-24T19:48:21.727754
203,-2.6500,0,50,0.029487,0.342799,2026-05-24T19:48:23.458283
204,-2.6500,0,50,0.029339,0.342386,2026-05-24T19:48:25.185988
205,-2.6500,0,50,0.029193,0.341949,2026-05-24T19:48:26.918631
206,-2.6500,0,50,0.029047,0.339207,2026-05-24T19:48:28.645353
207,-2.6500,0,50,0.028901,0.336415,2026-05-24T19:48:30.371645
208,-2.6500,0,50,0.028757,0.336311,2026-05-24T19:48:32.104009
209,-2.6500,0,50,0.028613,0.336209,2026-05-24T19:48:33.831723
210,-2.6500,0,50,0.028470,0.337429,2026-05-24T19:48:35.558324
211,-2.6500,0,50,0.028328,0.336656,2026-05-24T19:48:37.291126
212,-5.5000,0,31,0.028186,0.442084,2026-05-24T19:48:38.376605
213,-2.6500,0,50,0.028045,0.336534,2026-05-24T19:48:40.106947
214,-2.6500,0,50,0.027905,0.335767,2026-05-24T19:48:41.839903
215,-2.6500,0,50,0.027765,0.337494,2026-05-24T19:48:43.565751
216,-5.5000,0,31,0.027626,0.441322,2026-05-24T19:48:44.653316
217,-2.6500,0,50,0.027488,0.335547,2026-05-24T19:48:46.380515
218,-2.6500,0,50,0.027351,0.335456,2026-05-24T19:48:48.109079
219,-2.6500,0,50,0.027214,0.335366,2026-05-24T19:48:49.841672
220,-2.6500,0,50,0.027078,0.335278,2026-05-24T19:48:51.564380
221,-5.5000,0,31,0.026943,0.440431,2026-05-24T19:48:52.647363
222,-2.6500,0,50,0.026808,0.335809,2026-05-24T19:48:54.374702
223,-2.6500,0,50,0.026674,0.335089,2026-05-24T19:48:56.095909
224,-2.6500,0,50,0.026541,0.335005,2026-05-24T19:48:57.826624
225,-2.6500,0,50,0.026408,0.335034,2026-05-24T19:48:59.559422
226,-5.5000,0,31,0.026276,0.439634,2026-05-24T19:49:00.638159
227,-2.6500,0,50,0.026144,0.334824,2026-05-24T19:49:02.369321
228,-2.6500,0,50,0.026014,0.334743,2026-05-24T19:49:04.091169
229,-2.6500,0,50,0.025884,0.334664,2026-05-24T19:49:05.814778
230,-2.6500,0,50,0.025754,0.334586,2026-05-24T19:49:07.538598
231,-5.5000,0,31,0.025625,0.438766,2026-05-24T19:49:08.625138
232,-2.6500,0,50,0.025497,0.337576,2026-05-24T19:49:10.359919
233,-2.6500,0,50,0.025370,0.335856,2026-05-24T19:49:12.087285
234,-2.6500,0,50,0.025243,0.334524,2026-05-24T19:49:13.818213
235,-5.5000,0,31,0.025117,0.438147,2026-05-24T19:49:14.908478
236,-2.6500,0,50,0.024991,0.334206,2026-05-24T19:49:16.637505
237,-2.6500,0,50,0.024866,0.334134,2026-05-24T19:49:18.361949
238,-2.6500,0,50,0.024742,0.336503,2026-05-24T19:49:20.091127
239,-2.6500,0,50,0.024618,0.333963,2026-05-24T19:49:21.823284
240,-5.5000,0,31,0.024495,0.437399,2026-05-24T19:49:22.909530
241,-2.6500,0,50,0.024373,0.335911,2026-05-24T19:49:24.636375
242,-2.6500,0,50,0.024251,0.335774,2026-05-24T19:49:26.362735
243,-2.6500,0,50,0.024130,0.333731,2026-05-24T19:49:28.091641
244,-2.6500,0,50,0.024009,0.333666,2026-05-24T19:49:29.824244
245,-2.6500,0,50,0.023889,0.333603,2026-05-24T19:49:31.553509
246,-5.5000,0,31,0.023769,0.436679,2026-05-24T19:49:32.641429
247,-2.6500,0,50,0.023651,0.333541,2026-05-24T19:49:34.368231
248,-2.6500,0,50,0.023532,0.333480,2026-05-24T19:49:36.096043
249,-2.6500,0,50,0.023415,0.333419,2026-05-24T19:49:37.826078
250,-2.6500,0,50,0.023298,0.337138,2026-05-24T19:49:39.558168
251,-2.6500,0,50,0.023181,0.335196,2026-05-24T19:49:41.289245
252,-2.6500,0,50,0.023065,0.333295,2026-05-24T19:49:43.019378
253,-2.6500,0,50,0.022950,0.333238,2026-05-24T19:49:44.749695
254,-5.5000,0,31,0.022835,0.435803,2026-05-24T19:49:45.831707
255,-2.6500,0,50,0.022721,0.333181,2026-05-24T19:49:47.556913
256,-2.6500,0,50,0.022607,0.335261,2026-05-24T19:49:49.285036
257,-2.6500,0,50,0.022494,0.333037,2026-05-24T19:49:51.016161
258,-2.6500,0,50,0.022382,0.332983,2026-05-24T19:49:52.745478
259,-2.6500,0,50,0.022270,0.332930,2026-05-24T19:49:54.476702
260,-2.6500,0,50,0.022159,0.332878,2026-05-24T19:49:56.202303
261,-2.6500,0,50,0.022048,0.333717,2026-05-24T19:49:57.930656
262,-2.6500,0,50,0.021938,0.332848,2026-05-24T19:49:59.660994
263,-2.6500,0,50,0.021828,0.332797,2026-05-24T19:50:01.387808
264,-5.5000,0,31,0.021719,0.434932,2026-05-24T19:50:02.476950
265,-2.6500,0,50,0.021610,0.332746,2026-05-24T19:50:04.208577
266,-2.6500,0,50,0.021502,0.334540,2026-05-24T19:50:05.935802
267,-2.6500,0,50,0.021395,0.332952,2026-05-24T19:50:07.665578
268,-2.6500,0,50,0.021288,0.332551,2026-05-24T19:50:09.399018
269,-2.6500,0,50,0.021181,0.332505,2026-05-24T19:50:11.128142
270,-5.5000,0,31,0.021075,0.434261,2026-05-24T19:50:12.211700
271,-2.6500,0,50,0.020970,0.332459,2026-05-24T19:50:13.936461
272,-2.6500,0,50,0.020865,0.332413,2026-05-24T19:50:15.664391
273,-2.6500,0,50,0.020761,0.333024,2026-05-24T19:50:17.391912
274,-2.6500,0,50,0.020657,0.333263,2026-05-24T19:50:19.119635
275,-2.6500,0,50,0.020554,0.332249,2026-05-24T19:50:20.846506
276,-2.6500,0,50,0.020451,0.333082,2026-05-24T19:50:22.577233
277,-5.5000,0,31,0.020349,0.433603,2026-05-24T19:50:23.658521
278,-2.6500,0,50,0.020247,0.332149,2026-05-24T19:50:25.389482
279,-2.6500,0,50,0.020146,0.332859,2026-05-24T19:50:27.120433
280,-2.6500,0,50,0.020045,0.332052,2026-05-24T19:50:28.852211
281,-2.6500,0,50,0.019945,0.332013,2026-05-24T19:50:30.580019
282,-2.6500,0,50,0.019845,0.334002,2026-05-24T19:50:32.309343
283,-2.6500,0,50,0.019746,0.331903,2026-05-24T19:50:34.037807
284,-2.6500,0,50,0.019647,0.332543,2026-05-24T19:50:35.770914
285,-2.6500,0,50,0.019549,0.331886,2026-05-24T19:50:37.499093
286,-2.6500,0,50,0.019451,0.334435,2026-05-24T19:50:39.229823
287,-5.5000,0,31,0.019354,0.432942,2026-05-24T19:50:40.317850
288,-2.6500,0,50,0.019257,0.333415,2026-05-24T19:50:42.046586
289,-2.6500,0,50,0.019161,0.331728,2026-05-24T19:50:43.770186
290,-2.6500,0,50,0.019065,0.331694,2026-05-24T19:50:45.506044
291,-2.6500,0,50,0.018970,0.331660,2026-05-24T19:50:47.236579
292,-2.6500,0,50,0.018875,0.331627,2026-05-24T19:50:48.961110
293,-2.6500,0,50,0.018780,0.331594,2026-05-24T19:50:50.695188
294,-5.5000,0,31,0.018686,0.432216,2026-05-24T19:50:51.779022
295,-2.6500,0,50,0.018593,0.331561,2026-05-24T19:50:53.510120
296,-2.6500,0,50,0.018500,0.332124,2026-05-24T19:50:55.234204
297,-2.6500,0,50,0.018408,0.331481,2026-05-24T19:50:56.960615
298,-2.6500,0,50,0.018315,0.331451,2026-05-24T19:50:58.692474
299,-2.6500,0,50,0.018224,0.331420,2026-05-24T19:51:00.421807
300,-2.6500,0,50,0.018133,0.333494,2026-05-24T19:51:02.149083
301,-2.6500,0,50,0.018042,0.331328,2026-05-24T19:51:03.882421
302,-2.6500,0,50,0.017952,0.331300,2026-05-24T19:51:05.617397
303,-5.5000,0,31,0.017862,0.431587,2026-05-24T19:51:06.701176
304,-2.6500,0,50,0.017773,0.334377,2026-05-24T19:51:08.428976
305,-2.6500,0,50,0.017684,0.331211,2026-05-24T19:51:10.158589
306,-2.6500,0,50,0.017596,0.332506,2026-05-24T19:51:11.888937
307,-2.6500,0,50,0.017508,0.331141,2026-05-24T19:51:13.620175
308,-2.6500,0,50,0.017420,0.331115,2026-05-24T19:51:15.344745
309,-2.6500,0,50,0.017333,0.331090,2026-05-24T19:51:17.072704
310,-2.6500,0,50,0.017246,0.331065,2026-05-24T19:51:18.798532
311,-2.6500,0,50,0.017160,0.331041,2026-05-24T19:51:20.529412
312,-2.6500,0,50,0.017074,0.332126,2026-05-24T19:51:22.263047
313,-5.5000,0,31,0.016989,0.431036,2026-05-24T19:51:23.348477
314,-2.6500,0,50,0.016904,0.332404,2026-05-24T19:51:25.079199
315,-2.6500,0,50,0.016819,0.331346,2026-05-24T19:51:26.811744
316,-2.6500,0,50,0.016735,0.330897,2026-05-24T19:51:28.542403
317,-2.6500,0,50,0.016652,0.332348,2026-05-24T19:51:30.269766
318,-2.6500,0,50,0.016568,0.330836,2026-05-24T19:51:31.997394
319,-2.6500,0,50,0.016486,0.330815,2026-05-24T19:51:33.721840
320,-2.6500,0,50,0.016403,0.330794,2026-05-24T19:51:35.451495
321,-2.6500,0,50,0.016321,0.330774,2026-05-24T19:51:37.186047
322,-5.5000,0,31,0.016239,0.430430,2026-05-24T19:51:38.273263
323,-2.6500,0,50,0.016158,0.330754,2026-05-24T19:51:40.002099
324,-2.6500,0,50,0.016078,0.330734,2026-05-24T19:51:41.729186
325,-2.6500,0,50,0.015997,0.330714,2026-05-24T19:51:43.458738
326,-2.6500,0,50,0.015917,0.330695,2026-05-24T19:51:45.190101
327,-2.6500,0,50,0.015838,0.330676,2026-05-24T19:51:46.920568
328,-2.6500,0,50,0.015758,0.330657,2026-05-24T19:51:48.651853
329,-2.6500,0,50,0.015680,0.331504,2026-05-24T19:51:50.378905
330,-2.6500,0,50,0.015601,0.330604,2026-05-24T19:51:52.108762
331,-2.6500,0,50,0.015523,0.330975,2026-05-24T19:51:53.837681
332,-2.6500,0,50,0.015446,0.330552,2026-05-24T19:51:55.570735
333,-2.6500,0,50,0.015368,0.330535,2026-05-24T19:51:57.302860
334,-2.6500,0,50,0.015291,0.330518,2026-05-24T19:51:59.650925
335,-2.6500,0,50,0.015215,0.332108,2026-05-24T19:52:01.381690
336,-5.5000,0,31,0.015139,0.429826,2026-05-24T19:52:02.469051
337,-2.6500,0,50,0.015063,0.330469,2026-05-24T19:52:04.200021
338,-2.6500,0,50,0.014988,0.330453,2026-05-24T19:52:05.926404
339,-2.6500,0,50,0.014913,0.331304,2026-05-24T19:52:07.652780
340,-2.6500,0,50,0.014838,0.331300,2026-05-24T19:52:09.382741
341,-2.6500,0,50,0.014764,0.330374,2026-05-24T19:52:11.111049
342,-2.6500,0,50,0.014690,0.332146,2026-05-24T19:52:12.840943
343,-2.6500,0,50,0.014617,0.330329,2026-05-24T19:52:14.575356
344,-2.6500,0,50,0.014544,0.330316,2026-05-24T19:52:16.304338
345,-2.6500,0,50,0.014471,0.330302,2026-05-24T19:52:18.036291
346,-2.6500,0,50,0.014399,0.330289,2026-05-24T19:52:19.770370
347,-2.6500,0,50,0.014327,0.330276,2026-05-24T19:52:21.502511
348,-2.6500,0,50,0.014255,0.330263,2026-05-24T19:52:23.231321
349,-2.6500,0,50,0.014184,0.330250,2026-05-24T19:52:24.965378
350,-2.6500,0,50,0.014113,0.330238,2026-05-24T19:52:26.692867
351,-5.5000,0,31,0.014042,0.429238,2026-05-24T19:52:27.778472
352,-2.6500,0,50,0.013972,0.330226,2026-05-24T19:52:29.503136
353,-2.6500,0,50,0.013902,0.330214,2026-05-24T19:52:31.234724
354,-2.6500,0,50,0.013833,0.330202,2026-05-24T19:52:32.961646
355,-2.6500,0,50,0.013764,0.330190,2026-05-24T19:52:35.255720
356,-2.6500,0,50,0.013695,0.330178,2026-05-24T19:52:36.984016
357,-2.6500,0,50,0.013626,0.330916,2026-05-24T19:52:38.712865
358,-2.6500,0,50,0.013558,0.330139,2026-05-24T19:52:40.444321
359,-2.6500,0,50,0.013490,0.330128,2026-05-24T19:52:42.169899
360,-2.6500,0,50,0.013423,0.330761,2026-05-24T19:52:44.422477
361,-2.6500,0,50,0.013356,0.331667,2026-05-24T19:52:46.718247
362,-2.6500,0,50,0.013289,0.330064,2026-05-24T19:52:48.449349
363,-2.6500,0,50,0.013223,0.330054,2026-05-24T19:52:50.178382
364,-2.6500,0,50,0.013157,0.333593,2026-05-24T19:52:51.907654
365,-5.5000,0,31,0.013091,0.428806,2026-05-24T19:52:52.992500
366,-2.6500,0,50,0.013025,0.331782,2026-05-24T19:52:54.718174
367,-2.6500,0,50,0.012960,0.329960,2026-05-24T19:52:56.449814
