episode,reward,score,length,epsilon,td_error,timestamp
1,-6.2457,0,50,0.995000,0.275325,2026-05-26T21:52:14.905250
2,-6.2145,0,50,0.990025,0.281867,2026-05-26T21:52:15.119812
3,-6.2184,0,50,0.985075,0.284253,2026-05-26T21:52:15.337926
