episode,reward,score,length,epsilon,td_error,timestamp
1,-4.5500,0,50,0.998000,0.000000,2026-05-31T15:31:41.149122
2,-5.7500,0,50,0.996004,0.000000,2026-05-31T15:31:41.510996
3,-5.7500,0,50,0.994012,0.000000,2026-05-31T15:31:41.861993
4,-4.5500,0,50,0.992024,0.000000,2026-05-31T15:31:42.161903
5,-5.7500,0,50,0.990040,0.000000,2026-05-31T15:31:42.457144
